"KEGG","LOK10","EU8","ED10","EOK10","EOI20","EOI15","EN20","EN17"
"K00086",7.38201517878515e-05,9.34784141144215e-05,5.28638824450133e-05,8.85704281592199e-05,7.95536613936709e-05,6.31242565154217e-05,7.45155210112347e-05,7.28123573480983e-05
"K00087",1.80880992529192e-05,2.26064642552048e-05,2.73558685840165e-05,2.38872400247688e-05,4.71037002313734e-05,3.80011268478982e-05,3.47051493566746e-05,4.06096866439584e-05
"K00088",0.000687838950947436,0.00031629038156612,0.000319608820360386,0.000317478166513479,0.000409346862898451,0.000465439520550448,0.000362905698893247,0.000358773737190975
"K00090",0.00036924268773647,0.000451159440546905,0.000484233059887293,0.000430006711306396,0.000384425098170933,0.000297296802187365,0.000424942696995549,0.000416477766733236
"K00091",0.000402813807308396,0.000103811791760066,0.00010083539000825,0.000111625016108871,0.000153392974149566,0.000107236908823727,0.000119198821998154,0.000130523319516846
"K00093",6.68304644852088e-09,1.29571876922038e-06,2.79962734434162e-07,7.96346817083941e-07,3.50688359930734e-07,8.51326008231035e-07,6.27071178664046e-07,2.96971559430237e-07
"K00094",1.28892832369646e-07,2.39419571539955e-06,3.78988123997721e-06,1.72073311141203e-06,1.47470831774537e-06,2.48979243909266e-06,1.88788255776605e-06,1.63585374067088e-06
"K00096",0.000280703908854588,8.88535862752192e-06,9.49238688970907e-06,8.92300402046973e-06,1.9653911602712e-05,1.23103105952844e-05,8.32877386916487e-06,9.38591836695047e-06
"K00097",0.000164575948967824,0.00029648826814338,0.00030680802878434,0.000289650193995773,0.000285704324340364,0.00030176798913913,0.000285748626136126,0.000281382021805532
"K00098",3.4659684673535e-05,8.36859363445453e-05,9.62401056386235e-05,7.71187788732951e-05,0.000118421226184279,9.316216724296e-05,8.66717554079478e-05,8.09625898448194e-05
"K00099",0.000166723393176117,0.000242272836940589,0.000234067589976967,0.00023586247063089,0.000245987156542588,0.000322656729970052,0.000241070690100592,0.000242479282328966
"K00100",1.8982738477331e-05,4.60335256845435e-05,4.60305699146361e-05,4.45098751148344e-05,3.17358913723101e-05,2.88593500919055e-05,4.0852763334632e-05,3.35678253552064e-05
"K00101",0.000152840562972325,0.000397379990069087,0.000427725641516372,0.000367683107624718,0.000391184447427064,0.000293690365940985,0.00039977155327014,0.000357079942112929
"K00102",0.000402515952646913,0.000508089639523822,0.000587271273497267,0.000487572175140871,0.000479222863043394,0.000353463903857365,0.000500710855849918,0.000464063868221781
"K00103",5.91424194324427e-05,5.30420120271686e-05,4.0810206739028e-05,4.99885999787325e-05,5.18646780720914e-05,5.10267564367008e-05,4.84370635344023e-05,4.48374889722991e-05
"K00104",0.000677806560613574,0.000810404808755082,0.000962664017277214,0.000802009348517923,0.000751055144995045,0.000685574363497475,0.000834867534207707,0.000785186985397973
"K00105",3.54719090322181e-07,5.71251185968895e-06,4.51733212916155e-06,3.81187210842101e-06,5.98822602530543e-06,1.20527998351047e-05,6.86431758317551e-06,3.76164120701516e-06
"K00106",7.518427254586e-09,3.63074903487533e-07,5.95771913406031e-09,3.28498337264514e-07,5.12966936853325e-08,2.75583391117389e-08,8.01653002315634e-08,9.61083633979182e-08
"K00108",0.000316813178683796,0.000579341287930171,0.000605122913795285,0.000541879479931888,0.000614011040711671,0.000400885645820754,0.000534327145334825,0.00054300802559487
"K00109",3.67286866717811e-06,6.47735591419458e-07,6.85351477397628e-07,3.96568687412154e-07,1.91974231003465e-06,1.90737110700641e-06,1.48294565882699e-06,2.0835850524359e-06
"K00111",0.000206487583127239,0.000416120969558852,0.000443298051837837,0.000395182524983241,0.000400754073878478,0.000319798315177356,0.000417744078254115,0.000392007183583787
"K00112",5.07307273245549e-06,3.49104444943297e-06,2.06719194623361e-06,4.38768353269247e-06,9.22028313400752e-06,5.76071650597441e-06,3.44394839502195e-06,4.69218260656252e-06
"K00113",6.47192818301064e-05,2.61566753995142e-05,3.3358080476384e-05,3.09854755161732e-05,2.92113609294818e-05,2.73491416593577e-05,3.23233907350757e-05,2.79631786569312e-05
"K00114",6.4500978825173e-05,0.00015182530090875,0.000186693310953046,0.000180095520341678,0.000184997619897687,0.000128413492772634,0.000193137806494499,0.000200033489396078
"K00116",0.000122297209922788,0.000111904053652287,3.47345299031945e-05,0.000118799119893462,0.000108503322429082,0.000197083654504258,8.35765433688823e-05,0.000113804329567248
"K00117",0.000309024527275679,0.000239914951715401,0.000184526189787248,0.000243380513939335,0.000227804121890776,0.00017355890580468,0.000216361672933283,0.000216554693730329
"K00118",1.160599259597e-05,1.7190624043623e-05,1.5258697416835e-05,2.04275988008875e-05,3.13244110908231e-05,2.25997092638067e-05,2.03209146051576e-05,2.52971845067494e-05
"K00121",0.000422329046182022,0.000459095908388185,0.000402547382302746,0.000432350198870945,0.000525585339959322,0.00041894802397951,0.000458150284797046,0.000466593179207341
"K00122",0.000131396063317718,3.73294376287244e-05,1.30776061566837e-05,3.97527509015733e-05,5.24367381477812e-05,4.02359345690034e-05,3.55186482708623e-05,4.98290231484627e-05
"K00123",0.000311042607023847,0.000504945435041039,0.000514992589022518,0.000552774787198755,0.000517297805129618,0.000615098381933283,0.000558705235974126,0.000604881861867435
"K00124",0.000213817252534573,0.00038438016069749,0.00047389930063,0.00040336618180442,0.000387915838704212,0.000394467226382258,0.00043920266282419,0.000429048686230391
"K00125",1.27813263327962e-07,3.69530192137809e-07,2.41813306029507e-07,1.39501685163548e-06,1.98029096552679e-06,4.15379329520574e-06,4.49539733696623e-06,9.74916768657802e-07
"K00126",4.05981354639468e-05,6.23937484616096e-05,7.25361003048295e-05,7.0366969662729e-05,7.18718457499747e-05,4.36439816333024e-05,6.16701133834829e-05,7.28220447444401e-05
"K00127",0.00010529172712496,0.00018662378015096,0.00021184788927884,0.000199252604735897,0.000184739893147541,0.000125268469196352,0.000190663648783316,0.000202341031816428
"K00128",0.00158745818938736,0.00200943608903082,0.00193039657721494,0.0019660371336399,0.00218894563127323,0.00167708751146749,0.00191626370460768,0.00196528364900892
"K00129",3.80491186950754e-06,1.01220701411406e-05,1.10950542905319e-05,8.39670537185843e-06,1.12772398534455e-05,1.12426686613432e-05,1.06255084352399e-05,7.54375854510879e-06
"K00130",0.000809049542551768,0.000961366626721492,0.000858722522991717,0.000952572728817532,0.00115309808649397,0.000909967298136984,0.000903207224954774,0.000984486249595665
"K00131",0.00013896991007827,0.000127502866012553,8.91645639530558e-05,0.000133462839813657,0.000174447446184322,0.000218053359337107,0.000116979991011692,0.000151167931037017
"K00132",1.04440121337891e-05,9.50019451570005e-06,6.7738679598032e-06,1.03678372878162e-05,2.6217954959808e-05,4.70290878602657e-05,2.16919063058045e-05,1.33162087994143e-05
"K00133",0.000506593327199771,0.000284526876078858,0.000249886580979611,0.000281119533601685,0.000308302164455425,0.00035094527947561,0.00027465613924367,0.000289050896506507
"K00134",0.000375947031489545,0.000465350559706426,0.000382786736591437,0.000453501867467799,0.000630570710839932,0.000742138178753069,0.000432602428940989,0.00045601716986492
"K00135",0.00150693736426025,0.00173411220609244,0.00164251771648795,0.00171945567591473,0.00198672511968594,0.00146111254864685,0.00166330947661607,0.00173910680141944
"K00137",0.000273600952469027,0.000289976770802992,0.000206671195824578,0.000301038335138935,0.000299236144289265,0.000233697572449028,0.000262334084428222,0.000298154622144547
"K00138",0.000457543808057296,0.000573169955820304,0.000491937784156155,0.000579195171490352,0.00057650258158054,0.000523523749065744,0.000523253219911366,0.000568757247464929
"K00140",0.000547457556508331,0.00075442705733043,0.000772110219072911,0.00076280563733672,0.000735466981050811,0.000584199225389698,0.000719605737247338,0.000751948507422562
"K00141",0.000294762604799773,0.000256538214864456,0.000252399827321314,0.00025968317013213,0.000235343745600115,0.000183313517622278,0.000246135814289418,0.00025285663000041
"K00145",0.000461814810547914,0.000266519739416466,0.000257335097299738,0.000261877646104252,0.000281499219504944,0.000332353536017042,0.000268434465586583,0.000266226088224783
"K00146",0.000683399237847372,0.000692170277223415,0.000631862797149077,0.000692063835145803,0.000762652005738106,0.000549752975805391,0.000660625347705417,0.000711064241126135
"K00147",0.000184854196362727,0.000261586513885458,0.000254601302053847,0.000254987972954327,0.000284929216172243,0.000343177631059511,0.000264069253127717,0.000259941347294304
"K00148",0.000130126930624194,8.03092417186617e-05,4.33093215019306e-05,8.75717111274854e-05,8.85328412690652e-05,7.89014638144081e-05,7.45412413259653e-05,9.68132650701038e-05
"K00150",0.000347549632362431,2.64301003559678e-05,2.64063601775819e-05,2.68300794989974e-05,5.63501243670352e-05,3.15208472050531e-05,3.87923122585913e-05,2.77971434960139e-05
"K00151",0.000388064594442913,0.000494577869144716,0.00043660131077048,0.000503266161476385,0.000503400485620604,0.000379287508611422,0.000482255907071327,0.000491053227478149
"K00152",2.16464460462366e-06,1.59977477049211e-05,2.0311256844618e-05,1.55228965136995e-05,1.03062647081382e-05,1.05068523857643e-05,1.6658793274661e-05,1.65579679535499e-05
"K00153",0.000145505779931175,8.57278422631233e-05,6.29563408455321e-05,8.97898150036826e-05,0.000150611351290994,9.28031530198264e-05,7.99479289039765e-05,0.000106328359802805
"K00154",0.0001672062881197,0.000294561678631774,0.000268080346953342,0.000260219032695638,0.000272440796566565,0.000226421637747887,0.000268239514538738,0.000246572587896725
"K00156",8.28880806318527e-05,5.64957545445229e-05,4.86752967313374e-05,6.6436812226389e-05,8.49443433361126e-05,6.59375964079261e-05,6.75660415510741e-05,9.41875918743042e-05
"K00158",2.38387903870546e-05,1.17484977934652e-05,9.96755230961237e-06,1.26713436844298e-05,4.32029859166853e-05,3.15729212260422e-05,1.68630221244573e-05,2.14240954881206e-05
"K00161",0.000147193718840382,0.000163261454141616,0.000176190800426756,0.000169370822344014,0.000328444859388881,0.000332002885942134,0.000195710378370966,0.000209154409774791
"K00162",0.000230414217790489,0.000291088118676338,0.000297726146219611,0.000283510649408502,0.000545118268258388,0.000436787848345085,0.000319731697987524,0.000333232558811089
"K00163",0.000210539632242498,0.000302140578446681,0.000309244188247265,0.000301027489707951,0.000220473474513069,0.000197335738855068,0.000298169099031323,0.000279191228300016
"K00164",0.000169014768353002,0.000252626358689488,0.000258527902009798,0.000243851613103856,0.000244919671269026,0.000195601240042036,0.000247030425259601,0.000231152686654286
"K00166",7.47859056603854e-05,7.28280225734806e-05,6.78734987024798e-05,7.66619171843268e-05,9.16416907006725e-05,6.73224830106282e-05,7.3740906531335e-05,8.34516777167819e-05
"K00167",0.000126429806467555,0.000132286015083228,0.000131628321235142,0.000145261889476669,0.000202769847213815,0.000136224982882189,0.000160929175764791,0.000154294477899715
"K00169",6.25227051159064e-06,2.62421638239975e-05,3.52989363604995e-05,3.13407911564947e-05,2.79105282066909e-05,0.00013029089105354,4.02851884424683e-05,4.25614129101323e-05
"K00170",7.2291073970555e-06,2.53547063045294e-05,3.42305950163159e-05,3.05518470265962e-05,2.79707912663396e-05,0.000129892648421429,3.86510791892298e-05,4.05079783750554e-05
"K00171",4.47847975604547e-06,2.2746467538635e-05,2.96689974359263e-05,2.69215708402287e-05,2.1059931340774e-05,0.000124211289120862,3.22901675880284e-05,3.31766405146042e-05
"K00172",4.02072276575237e-06,2.3435022236231e-05,3.10946243018664e-05,2.77147488530904e-05,2.09875962866412e-05,0.000126317800290105,3.38677192397086e-05,3.57911947421402e-05
"K00174",0.000323024494839522,4.37394259475667e-05,5.07108274906517e-05,5.55228656924853e-05,8.96673362730552e-05,0.000166662809586564,8.83473263207429e-05,8.20935021607631e-05
"K00175",0.000322818284808109,3.66763361509849e-05,4.16402106296924e-05,4.94979605415734e-05,8.68472933839753e-05,0.000162733985396953,8.16993850750946e-05,7.74212327112619e-05
"K00176",8.63846391077219e-06,1.01772923725764e-05,9.46163803380354e-06,1.94428938775983e-05,2.90427264016673e-05,0.000130753205811419,2.93855759418695e-05,2.66017975238599e-05
"K00177",6.65210627921195e-06,4.71633095110865e-06,3.81126393030135e-06,1.29984578837813e-05,2.33754126321938e-05,0.00012145980504736,2.19431890549287e-05,2.75759072445005e-05
"K00179",1.04233395846846e-05,5.83787082011851e-05,7.85138393102383e-05,6.09930352208655e-05,5.50439048728379e-05,4.73635636363267e-05,8.36402844211782e-05,7.09361057337277e-05
"K00180",9.9028276996207e-06,5.72132718456305e-05,7.68237184783243e-05,5.97134921348353e-05,5.33288545962769e-05,4.53673673097412e-05,8.14243634043266e-05,7.0258030286193e-05
"K00183",2.85447075515282e-06,5.34752372303268e-06,6.61137441209466e-06,5.69025246971605e-06,5.34807106251236e-06,4.99480205759298e-06,6.35150898284208e-06,6.23117045775925e-06
"K00184",3.25210263581289e-05,5.57135409587754e-05,6.37877481012079e-05,7.68616174193138e-05,9.09994291194223e-05,7.77787283401914e-05,0.000107983047774781,0.000109061472741589
"K00185",1.60959784248739e-05,2.41129919593006e-05,2.42783618861522e-05,3.77226635773557e-05,5.6090787908268e-05,3.44291713268278e-05,6.06976629200463e-05,6.05014832662126e-05
"K00186",2.23046675219385e-07,1.47712340640729e-06,1.8001791300857e-06,2.09878076589652e-06,2.85542779688047e-06,3.51814716902053e-06,4.08520464618164e-06,2.5509277365581e-06
"K00187",8.28530683455377e-07,2.92613022172137e-07,3.81539342426557e-07,1.468813066607e-06,4.40018266647323e-06,2.911663792333e-06,3.44852695684597e-06,1.17400749930163e-06
"K00188",1.5036854509172e-08,2.32300177748673e-08,2.10272440025658e-09,9.32130912683705e-08,1.00605143429373e-06,2.0042428444901e-07,8.47522499606146e-08,6.51221417178099e-08
"K00193",6.24324302415131e-08,4.45054062223995e-08,2.38721064264423e-08,8.18642368226229e-07,8.56114450015125e-08,8.85993233902536e-07,1.16085387280019e-06,3.41271569659596e-06
"K00194",1.2554165295425e-07,1.54017273188902e-07,1.13740267723446e-07,1.14148043698212e-06,8.33103015324252e-07,2.50096866187654e-06,2.49461339357076e-06,3.90018416828607e-06
"K00196",6.89289410700445e-06,5.65313443502597e-06,5.05495012408313e-06,8.66616520341733e-06,9.10912439920818e-06,7.91555092231529e-06,9.56135832595031e-06,8.24000185601059e-06
"K00197",1.85876696626525e-06,6.1954231871418e-07,6.57399661409785e-07,3.70493540077532e-06,3.02613608256928e-06,6.88023927708741e-06,8.39663770430728e-06,9.94357696082337e-06
"K00198",6.58694638488414e-06,2.17599609824725e-06,1.1689503755386e-06,6.5880352249608e-06,6.90128359229026e-06,7.13494052188352e-06,9.02233452424655e-06,1.14337910182067e-05
"K00200",3.11768166598316e-06,1.85217647539506e-05,2.22461224776635e-05,2.2662625890121e-05,2.93327506555055e-05,2.28493992752003e-05,2.69501128560775e-05,2.19458132846435e-05
"K00201",2.40057736533483e-06,2.58014444910314e-05,2.33899886996928e-05,2.63507327358105e-05,2.79709985166644e-05,2.50540185667831e-05,2.932821743316e-05,2.14578529056518e-05
"K00202",1.58033485287677e-06,1.74222211648273e-05,2.17177539841054e-05,2.15418194329007e-05,2.4183211885138e-05,1.99820974315849e-05,2.50840243471272e-05,1.97340517542144e-05
"K00205",1.72293711047475e-06,1.40523781982917e-06,1.66193646003513e-06,4.19806407639061e-06,4.71307251471443e-06,6.94837486285284e-06,3.57931960447534e-06,2.69047869621163e-06
"K00208",0.000245045306604724,0.000454840785331328,0.00050751967935417,0.000427558190370348,0.000505875758212581,0.000469888209301204,0.000459992399248941,0.000461786540970525
"K00209",4.78754054489474e-05,2.67476475672868e-05,1.61566580856526e-05,3.1852383254046e-05,4.11274121581482e-05,1.86379938509191e-05,2.03613926776574e-05,3.39233658640666e-05
"K00210",5.5114662405097e-05,6.78350972877166e-05,1.5537090190066e-05,5.56406635149846e-05,3.55688266378836e-05,3.34169234393819e-05,3.64532840939472e-05,4.28674972024425e-05
"K00211",0,1.37538244398446e-07,2.97385308036288e-08,4.30774252007648e-07,9.14592212994301e-08,5.86956833029244e-08,4.03061391517762e-07,2.88945301067258e-07
"K00214",1.05690101272069e-06,7.00009421378369e-06,8.7431525210151e-06,6.03183343415839e-06,3.53979093558045e-06,3.93850591421825e-06,6.72722888468853e-06,4.59346701889655e-06
"K00215",0.00017932410594819,0.00025810829389759,0.000255672685400596,0.000252333403623665,0.00029672920743464,0.000352895546637033,0.000270594706414271,0.000262846772601685
"K00216",0.000365226473456962,0.000202807326611732,0.000194311167829194,0.000217682405896543,0.000241005323914889,0.000172907688562062,0.000207081301422531,0.000232099177470012
"K00217",1.71701511220012e-05,5.1421608524872e-05,6.49039598008046e-05,4.89547706842337e-05,4.49020816799069e-05,3.31742923317761e-05,5.56315030342612e-05,5.8847783554725e-05
"K00218",5.44441419338303e-05,5.76760173701305e-05,6.22687384305134e-05,6.14828794762359e-05,0.000107929377380224,7.71345282451682e-05,7.8390261141721e-05,8.55329754177666e-05
"K00219",0.000603215678712686,0.000766698616072166,0.000594409034876888,0.000696764503718095,0.000646017771310442,0.000499383180248396,0.000631433319243193,0.00061457580343303
"K00220",0.000153648912494851,0.000146020108585244,6.95764121142183e-05,0.000133414735318181,0.00018617336760708,0.000122481003723252,9.75341784259931e-05,0.000128805848308588
"K00221",4.86999282089411e-06,1.51864720909024e-05,4.78701393623272e-06,9.01756162591839e-06,8.93803054405558e-06,1.0460272983787e-05,9.32506695286461e-06,6.16489223855862e-06
"K00226",1.38990458767645e-05,9.82297543898768e-06,8.68846110561628e-06,1.28670563675251e-05,3.24623068726037e-05,4.97481983804456e-05,1.6285050480183e-05,1.53670683235238e-05
"K00228",0.000146473162939803,0.000232189207209131,0.000232337368960948,0.000219603566106598,0.000212137538683067,0.00014786485551892,0.000208236704322901,0.000196549287925531
"K00230",1.93778418098519e-05,1.89260372440521e-05,1.8655727179742e-05,1.73439627521787e-05,3.60059096590564e-05,1.86300687260323e-05,2.24238209587595e-05,1.86329593374989e-05
"K00231",9.54911104558314e-05,0.000101299774756751,9.77622408957492e-05,8.67570918739196e-05,0.000128404312652135,0.000118846930189549,0.000107050359601459,0.000115102393748444
"K00232",2.19920069362819e-05,7.43317732956951e-06,5.10614642528731e-06,6.25777912661175e-06,2.2316295447588e-05,2.79311309423422e-05,1.53201181724471e-05,1.69518097818453e-05
"K00239",0.000495585952172875,0.000319526014238959,0.00032873131655318,0.00032213098981049,0.000407146936176636,0.000636442502032537,0.000366356248084051,0.000371584449802941
