OTU	ED10_S_Wi2013	EN17_S_Wi2013	EN20_S_Wi2013	EOI15_S_Wi2013	EOI20_S_Wi2013	EOK10_S_Wi2013	EOK20_S_Wi2013_PS	EU08_S_Wi2013	LD10_S_Wi2013_PS_A	LN20_S_Wi2013_PS	LOK10_S_Wi2013	EN15_S_Wi2013	EN30_S_Wi2013	EB10_S_Wi2013
SWARM_10183	0	0	1	0	0	0	0	0	0	0	0	9	0	0
SWARM_10180	0	0	1	0	0	0	0	0	0	0	0	5	0	0
SWARM_10181	0	1	0	0	0	0	0	0	0	0	0	7	0	0
SWARM_10186	0	0	0	0	0	1	0	0	0	0	0	5	0	0
SWARM_10187	1	0	1	0	0	0	0	2	0	0	0	17	0	0
SWARM_987	0	0	0	0	0	0	0	0	0	0	53	0	9	0
SWARM_10185	0	1	0	0	0	1	0	1	0	0	0	5	0	0
SWARM_988	0	0	0	0	1	0	0	0	7	109	12	0	9	2
SWARM_10188	0	0	3	0	0	1	0	0	0	0	0	9	0	0
SWARM_2014	1	0	32	0	0	4	0	4	0	0	0	0	0	0
SWARM_2016	0	0	16	4	0	33	0	13	0	0	0	0	0	0
SWARM_2017	0	1	9	27	19	1	0	0	0	0	0	0	1	0
SWARM_2012	0	0	33	0	0	2	0	2	0	0	0	0	0	0
SWARM_2013	0	0	39	1	0	1	0	0	0	0	0	0	0	0
SWARM_219	1	5	0	0	7	0	22	2	49	159	39	0	15	21
SWARM_218	0	0	0	0	10	0	0	0	478	187	63	0	18	7
SWARM_211	0	2	4	0	11	0	3	0	61	78	90	0	22	78
SWARM_210	0	14	14	13	18	11	0	12	1	0	22	342	1	0
SWARM_212	4	151	270	2	5	262	0	26	1	0	0	0	5	2
SWARM_215	5	49	13	0	0	91	2	113	0	0	0	0	1	17
SWARM_214	3	100	13	11	110	17	4	30	2	122	79	0	62	11
SWARM_217	57	69	61	8	12	5	0	88	0	4	0	0	6	0
SWARM_216	0	23	58	34	227	82	6	35	4	4	5	0	5	16
SWARM_3654	0	3	9	9	20	0	0	0	0	0	0	0	0	0
SWARM_3657	0	3	0	28	14	0	0	0	0	0	0	0	0	0
SWARM_3652	0	6	8	2	27	19	0	4	0	2	4	0	1	0
SWARM_1657	0	0	1	0	0	0	0	0	0	0	0	72	1	0
SWARM_1656	1	2	1	0	0	11	0	45	0	0	0	0	0	0
SWARM_1655	2	23	29	0	0	2	0	13	0	0	0	0	1	0
SWARM_1653	0	0	0	0	0	0	0	0	0	61	13	0	0	0
SWARM_1652	5	5	34	0	5	14	0	11	0	1	0	0	0	0
SWARM_1651	7	5	4	1	2	1	0	52	3	0	1	0	0	1
SWARM_1659	0	8	34	0	2	3	0	1	0	0	0	0	0	0
SWARM_1658	0	28	6	0	2	5	0	3	0	0	1	0	0	0
SWARM_12243	0	0	0	1	0	0	0	0	0	0	0	7	0	0
SWARM_12242	0	0	0	0	0	1	0	0	0	0	0	5	0	0
SWARM_12241	0	0	0	0	0	0	0	0	0	0	0	5	0	0
SWARM_12240	0	0	0	0	0	0	0	0	0	0	0	5	0	0
SWARM_12247	0	0	0	0	0	0	0	0	0	0	0	5	0	0
SWARM_12246	0	0	0	0	0	0	0	0	0	0	0	5	0	0
SWARM_12245	0	0	0	0	0	0	0	0	0	0	0	8	0	0
SWARM_12244	0	0	0	0	0	0	0	0	0	0	0	5	0	0
SWARM_1288	1	10	29	0	3	27	0	9	0	0	0	0	1	0
SWARM_18733	0	0	0	0	0	0	9	0	0	0	0	0	0	0
SWARM_3516	0	11	4	7	14	4	0	1	0	6	2	0	12	2
SWARM_3514	0	1	0	0	2	1	0	1	36	16	0	0	3	3
SWARM_3515	0	1	0	1	3	2	5	1	3	6	13	0	4	4
SWARM_4538	0	0	0	0	4	0	0	0	5	8	2	0	11	6
SWARM_9605	0	0	0	0	0	0	6	0	0	0	0	0	0	0
SWARM_6009	0	0	0	0	0	0	0	0	24	0	0	0	0	0
SWARM_6008	0	0	0	0	0	0	3	0	26	0	1	0	0	0
SWARM_6001	0	0	0	0	0	0	0	0	16	0	0	0	0	0
SWARM_6000	0	0	0	0	0	0	0	0	22	8	7	0	2	0
SWARM_828	1	11	78	0	2	14	0	12	0	0	0	0	1	0
SWARM_829	0	5	8	6	23	12	0	11	0	19	8	0	13	1
SWARM_823	34	1	13	0	0	18	0	60	0	0	0	0	0	0
SWARM_821	0	0	0	0	0	0	0	0	3	39	42	0	2	0
SWARM_826	3	6	39	7	2	13	0	31	0	0	0	0	0	0
SWARM_827	3	0	1	0	0	40	0	45	0	0	0	0	0	0
SWARM_824	16	17	20	0	0	46	0	21	0	2	0	0	1	0
SWARM_7758	0	1	0	0	0	0	7	0	7	0	0	0	0	0
SWARM_7759	0	0	0	0	0	0	2	0	4	0	0	0	1	12
SWARM_10	8	263	950	978	1519	221	5	139	15	64	51	1	91	29
SWARM_11	0	472	309	414	69	297	0	80	0	37	0	5	37	1
SWARM_12	114	96	406	30	34	1678	0	218	0	16	2	1	9	10
SWARM_13	9	46	29	8	328	155	418	17	3256	5948	5328	5	1131	941
SWARM_14	0	7	1	0	15	2	6	0	80	557	556	0	149	100
SWARM_15	0	1274	109	6	16	1	1	0	1	237	21	0	137	9
SWARM_16	802	100	291	2	10	85	0	707	0	15	0	12	3	7
SWARM_17	246	173	483	16	16	244	1	1236	3	36	0	1	8	1
SWARM_18	0	0	0	0	0	0	0	0	0	1194	15	0	132	9
SWARM_19	2	6	1	0	15	0	17	2	278	479	514	0	49	23
SWARM_8178	0	0	0	0	4	0	7	0	0	0	0	0	0	1
SWARM_1751	0	0	0	0	4	0	5	0	0	12	23	0	6	3
SWARM_1756	0	38	3	0	0	3	0	1	0	0	0	0	0	0
SWARM_1757	2	6	3	0	0	14	0	32	0	0	0	0	0	0
SWARM_1754	3	15	0	0	0	23	0	2	0	0	0	28	0	0
SWARM_1755	0	46	0	1	0	0	0	2	2	0	0	0	0	0
SWARM_1758	1	6	26	0	4	32	0	23	0	3	1	0	0	0
SWARM_1759	0	3	20	8	32	0	0	2	0	2	0	0	0	0
SWARM_11612	0	0	0	0	0	0	0	0	27	5	2	0	0	0
SWARM_123	0	25	412	0	2	5	0	1	0	3	0	0	2	0
SWARM_2267	4	35	2	0	2	0	0	16	0	1	1	0	3	0
SWARM_2266	3	2	1	0	7	0	0	25	0	0	0	0	0	0
SWARM_2260	20	3	1	0	1	1	0	2	0	0	0	1	0	0
SWARM_15636	0	0	0	0	0	0	0	0	0	0	0	6	0	0
SWARM_1954	0	0	0	0	0	0	0	0	0	0	0	0	0	41
SWARM_1955	0	3	2	0	13	12	6	7	0	6	1	4	0	10
SWARM_7346	0	0	0	0	0	0	4	0	6	0	0	0	0	0
SWARM_7344	0	0	0	0	0	0	4	0	0	6	0	0	0	0
SWARM_7342	0	2	1	0	0	0	8	0	0	0	2	0	0	1
SWARM_7341	0	0	0	0	0	0	11	0	0	0	0	0	0	0
SWARM_7349	0	0	0	0	0	0	4	0	0	8	0	0	0	0
SWARM_11520	0	0	0	0	0	0	0	0	24	2	1	0	0	0
SWARM_9598	0	0	0	0	0	0	7	0	0	0	0	0	0	0
SWARM_9599	0	0	0	0	0	0	6	0	0	0	0	0	0	0
SWARM_1958	0	0	0	0	0	2	8	1	0	0	0	1	0	99
SWARM_1959	0	0	0	0	0	0	5	0	0	0	0	0	0	33
SWARM_9593	0	0	0	0	0	0	6	0	0	0	0	0	0	0
SWARM_2702	0	2	1	0	16	1	4	1	0	12	11	0	5	22
SWARM_2703	0	0	0	0	0	0	9	0	0	9	0	0	0	10
SWARM_9613	0	0	0	0	1	0	10	0	0	0	0	0	0	0
SWARM_9611	0	0	0	0	0	0	9	0	0	0	0	0	0	0
SWARM_9615	0	0	0	0	0	0	5	0	0	2	0	0	0	0
SWARM_9614	0	0	0	0	0	0	8	0	0	0	0	0	0	0
SWARM_9618	0	0	0	0	0	0	5	0	0	2	0	0	0	0
SWARM_3949	0	0	0	0	0	0	0	0	30	3	42	0	4	0
SWARM_3942	0	0	0	1	1	1	10	0	28	0	12	0	4	1
SWARM_3945	0	0	0	0	0	0	0	0	19	0	17	0	1	0
SWARM_3944	0	0	0	21	12	22	0	6	0	0	0	0	1	0
SWARM_14128	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_14124	0	0	0	0	0	0	4	0	0	0	0	0	0	2
SWARM_14125	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_14126	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_14127	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_14120	0	0	0	0	1	0	4	0	0	0	0	0	0	2
SWARM_14121	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_14122	0	0	0	0	0	0	10	0	0	0	0	0	0	1
SWARM_14123	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_1543	0	0	0	0	0	0	0	0	4	35	4	0	6	0
SWARM_1542	0	0	0	0	0	0	0	0	1	16	21	0	12	2
SWARM_1541	0	2	0	0	7	1	0	0	0	23	2	0	24	2
SWARM_1540	9	25	29	0	2	21	0	20	0	4	1	0	3	3
SWARM_1547	0	0	0	11	32	0	0	0	0	0	0	0	0	0
SWARM_1546	0	0	0	0	1	0	2	0	16	34	140	0	6	1
SWARM_1545	0	0	0	0	0	0	0	0	0	40	23	0	1	0
SWARM_1544	0	40	0	1	0	3	0	1	0	0	0	0	1	1
SWARM_1548	0	0	0	0	0	0	9	0	32	14	42	0	1	2
SWARM_1879	2	1	20	0	5	23	0	4	0	0	0	0	0	0
SWARM_1878	0	2	10	0	0	48	0	37	0	3	0	0	1	6
SWARM_1872	0	0	0	0	0	0	0	0	6	0	46	0	0	0
SWARM_2543	6	6	1	2	6	3	0	23	0	0	0	0	0	1
SWARM_2540	45	24	22	1	3	18	0	20	0	0	0	0	0	0
SWARM_2541	16	24	23	0	1	25	0	19	0	5	0	0	0	0
SWARM_2547	0	0	0	0	0	0	18	0	6	6	0	0	0	0
SWARM_2545	3	7	7	1	0	3	4	5	2	0	0	0	0	0
SWARM_2548	0	0	0	0	0	0	3	0	25	12	0	0	0	0
SWARM_8725	0	0	0	0	0	0	4	0	0	2	0	0	0	1
SWARM_8728	0	0	0	0	0	0	0	0	0	0	0	7	0	0
SWARM_8729	0	0	0	0	0	0	0	0	0	0	0	7	0	0
SWARM_4874	0	0	1	1	20	0	0	0	0	0	0	0	0	0
SWARM_4870	0	0	1	1	20	0	0	0	0	0	4	0	1	2
SWARM_2094	1	1	0	1	15	12	11	36	1	0	0	0	0	13
SWARM_2095	0	0	3	1	22	1	0	1	3	10	5	0	7	0
SWARM_2096	0	0	0	0	0	2	1	0	0	0	0	0	0	31
SWARM_2091	0	0	0	0	1	0	0	1	0	0	0	0	1	47
SWARM_2092	0	0	0	0	0	0	0	0	0	0	0	0	0	33
SWARM_2098	1	33	0	0	1	0	14	3	0	3	7	0	0	4
SWARM_291	0	0	1	0	0	0	0	0	2	144	66	0	16	3
SWARM_290	1	48	16	33	151	33	0	8	0	13	39	0	33	11
SWARM_293	0	0	0	0	0	0	0	0	68	293	105	0	45	1
SWARM_295	234	255	457	20	24	208	0	333	0	0	0	3	11	14
SWARM_294	0	7	0	1	8	0	0	0	0	101	70	0	53	0
SWARM_297	82	53	51	1	1	36	0	9	0	1	0	6	0	1
SWARM_296	4	26	35	2	15	20	0	101	2	6	0	0	1	0
SWARM_298	0	0	0	0	0	0	0	1	0	0	0	0	0	270
SWARM_9458	0	0	0	0	0	0	5	0	0	0	0	0	0	1
SWARM_10950	0	0	0	0	0	0	4	0	0	0	1	0	1	0
SWARM_7068	0	1	7	0	0	7	5	1	0	0	0	0	0	0
SWARM_18811	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_18815	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_1033	0	1	3	7	38	11	2	0	4	2	10	0	3	1
SWARM_1032	0	1	0	0	2	0	0	3	0	11	70	0	36	0
SWARM_1031	41	1	0	0	0	10	0	25	0	0	0	0	0	6
SWARM_1030	0	14	3	1	14	17	7	12	2	17	1	0	0	17
SWARM_1037	0	0	0	0	0	0	0	0	0	14	55	0	2	0
SWARM_1036	0	0	0	0	0	0	0	0	0	13	42	0	12	1
SWARM_1035	0	0	0	1	2	0	0	0	1	35	21	0	14	0
SWARM_1034	1	2	0	0	4	7	0	0	7	41	120	0	42	0
SWARM_4001	17	29	49	0	5	20	0	19	0	0	0	3	1	0
SWARM_4009	13	9	8	0	2	3	0	6	0	0	0	2	0	0
SWARM_5358	0	0	0	12	5	0	0	0	0	0	0	0	0	0
SWARM_5350	0	0	0	0	0	1	0	1	0	5	17	0	1	13
SWARM_5357	0	0	0	12	1	0	0	0	0	0	0	0	0	0
SWARM_3593	0	0	0	0	1	0	0	0	26	0	31	0	1	0
SWARM_3594	0	0	0	0	0	0	0	0	21	34	11	0	0	2
SWARM_3595	0	0	0	0	0	0	0	0	25	11	19	0	0	0
SWARM_11174	0	0	0	0	1	0	5	0	0	0	0	0	0	0
SWARM_4249	10	12	2	0	3	1	0	9	0	1	3	0	0	2
SWARM_4240	0	0	0	2	23	0	0	0	0	0	2	0	0	0
SWARM_4245	0	0	0	0	37	0	0	10	0	0	2	0	0	0
SWARM_4244	2	1	0	14	32	0	0	0	0	0	3	0	1	0
SWARM_2973	0	3	1	0	7	12	11	6	0	0	0	0	0	19
SWARM_2978	0	2	3	1	1	0	0	0	0	16	9	0	23	0
SWARM_5198	0	1	4	0	0	7	5	3	0	0	0	0	0	1
SWARM_5193	0	0	0	0	3	1	0	0	0	0	0	0	0	12
SWARM_2353	3	1	5	0	2	11	0	3	0	0	0	25	0	1
SWARM_2357	0	0	0	0	0	0	0	0	47	0	0	0	0	1
SWARM_2356	0	0	0	0	0	0	0	0	26	0	0	0	0	0
SWARM_2593	4	24	3	3	1	0	0	16	0	0	1	0	1	1
SWARM_8683	1	0	0	0	0	0	0	1	0	0	0	6	0	0
SWARM_558	2	82	17	0	0	1	0	3	0	0	2	5	2	0
SWARM_559	0	12	97	0	0	0	0	0	0	5	0	0	1	0
SWARM_552	0	0	3	0	7	0	0	0	5	92	85	0	23	1
SWARM_550	1	107	73	18	69	53	0	33	0	0	0	0	5	4
SWARM_551	1	0	0	0	0	0	12	0	0	97	48	0	19	5
SWARM_555	0	2	0	2	9	1	0	0	0	2	96	0	9	0
SWARM_3758	15	23	4	0	0	9	0	3	0	3	0	0	0	0
SWARM_4651	0	0	0	0	0	0	0	0	17	0	0	0	0	1
SWARM_8893	0	0	0	0	0	0	0	0	0	0	0	0	0	14
SWARM_3259	0	3	0	1	0	0	0	0	0	0	0	18	0	0
SWARM_3254	0	0	0	0	0	0	0	0	0	0	0	22	0	0
SWARM_3257	0	0	2	0	0	1	0	1	0	0	0	37	0	0
SWARM_398	0	0	0	0	4	2	0	1	44	136	106	0	23	9
SWARM_399	0	0	0	0	1	1	2	0	16	92	120	0	24	10
SWARM_394	0	46	182	0	2	51	0	16	0	0	0	0	4	5
SWARM_395	0	0	1	0	0	2	29	0	10	110	36	1	0	3
SWARM_396	0	5	12	0	0	0	0	0	0	2	0	157	0	0
SWARM_397	1	19	17	1	52	21	0	73	6	8	0	1	3	7
SWARM_390	19	5	0	0	6	22	0	103	0	0	1	0	1	7
SWARM_391	0	2	0	0	16	0	24	0	12	142	60	0	42	31
SWARM_392	0	12	106	0	0	5	0	29	0	0	0	0	1	1
SWARM_393	1	30	20	38	36	9	0	10	1	0	2	0	3	2
SWARM_968	0	0	0	0	0	0	0	0	89	13	5	0	5	8
SWARM_2836	0	0	17	10	4	0	0	0	0	0	0	0	0	0
SWARM_4781	0	6	8	8	31	13	0	4	0	13	0	0	2	1
SWARM_2785	0	0	0	0	0	0	0	0	28	0	0	0	0	0
SWARM_2786	0	0	0	0	0	0	0	0	26	0	0	0	0	0
SWARM_2782	0	0	0	0	0	0	0	0	33	0	1	0	0	0
SWARM_2783	0	0	0	0	0	0	0	0	24	0	0	0	0	0
SWARM_2788	0	0	0	0	0	0	0	0	112	0	2	0	0	1
SWARM_2789	0	0	0	0	0	0	0	0	17	6	8	0	0	0
SWARM_3498	0	0	0	0	0	0	0	0	0	29	2	0	12	0
SWARM_3494	0	0	1	8	28	1	0	0	2	0	0	0	0	0
SWARM_12231	0	0	0	0	0	0	0	0	0	0	0	5	0	0
SWARM_12237	0	0	0	0	0	0	0	0	0	0	0	6	0	0
SWARM_12235	0	0	0	0	1	0	0	0	0	0	0	5	0	0
SWARM_12230	0	0	0	0	0	0	0	0	0	0	0	5	0	0
SWARM_3203	0	0	0	0	0	0	0	0	27	0	0	0	0	0
SWARM_743	0	0	0	0	0	6	13	4	0	16	0	1	15	185
SWARM_741	28	20	41	0	4	28	0	11	0	0	0	0	3	0
SWARM_740	24	2	6	1	2	29	0	53	0	0	0	0	0	0
SWARM_746	0	1	64	2	5	15	0	1	0	0	0	1	1	0
SWARM_745	0	0	1	0	0	0	0	0	12	36	52	0	1	13
SWARM_744	1	4	8	4	10	49	0	30	0	0	1	1	0	0
SWARM_749	0	3	8	0	1	57	0	14	0	0	0	0	0	10
SWARM_748	0	7	1	4	75	0	0	3	0	0	0	0	0	1
SWARM_4089	0	0	1	0	0	3	0	1	0	0	0	0	0	13
SWARM_4087	1	1	5	0	1	3	0	2	0	0	0	8	0	0
SWARM_4083	1	0	1	0	0	0	0	0	0	0	0	0	0	23
SWARM_1025	0	75	0	0	0	2	0	0	0	0	0	0	0	0
SWARM_1020	1	82	0	0	0	0	0	0	0	0	0	0	0	0
SWARM_1021	0	0	0	0	1	0	0	0	0	5	1	0	49	13
SWARM_1022	0	0	0	0	1	0	0	0	0	0	0	0	0	83
SWARM_6173	0	1	0	0	0	0	0	0	0	0	0	14	0	0
SWARM_6172	0	1	0	0	0	0	0	0	0	0	0	13	0	0
SWARM_6170	0	1	1	0	0	0	0	0	0	0	0	11	0	0
SWARM_6177	0	0	0	0	2	0	0	1	0	0	0	7	1	0
SWARM_6176	0	1	1	0	0	5	0	1	0	0	0	16	0	0
SWARM_6174	0	3	1	0	0	0	0	0	0	0	0	15	0	0
SWARM_6179	0	0	2	0	1	2	0	0	0	0	0	7	0	0
SWARM_6178	0	0	0	0	0	3	0	1	0	0	0	6	0	0
SWARM_2663	0	0	0	0	1	0	5	0	55	65	30	0	7	4
SWARM_2662	0	0	0	0	0	0	0	0	61	16	5	0	0	0
SWARM_2665	0	0	0	0	0	0	0	0	27	9	21	0	1	0
SWARM_2664	0	0	0	0	0	0	0	0	21	2	19	0	0	0
SWARM_2669	0	0	0	0	0	0	2	0	10	0	0	0	0	22
SWARM_2668	0	0	0	0	2	0	0	0	8	0	47	0	1	7
SWARM_3042	0	0	0	0	0	0	24	0	0	0	0	0	0	0
SWARM_3043	0	0	0	0	0	0	9	0	0	14	1	0	0	1
SWARM_3045	0	0	0	0	0	0	0	26	0	0	0	0	0	0
SWARM_3049	1	0	0	0	0	0	5	0	0	3	0	0	0	40
SWARM_9710	0	0	0	0	0	0	0	0	27	0	2	0	0	0
SWARM_1379	7	32	69	0	1	66	0	7	0	0	0	0	0	3
SWARM_1370	34	21	2	0	0	3	0	1	0	0	0	0	0	0
SWARM_1371	5	43	0	0	0	1	0	0	0	0	0	6	0	0
SWARM_1374	2	7	31	7	4	10	0	64	0	0	1	0	1	0
SWARM_1375	0	1	0	0	0	1	0	59	0	0	1	0	0	2
SWARM_5110	0	0	0	0	0	0	0	0	0	0	0	0	0	15
SWARM_5112	0	0	0	0	0	0	0	0	0	0	0	0	0	13
SWARM_5113	0	0	0	0	0	0	0	0	0	3	0	0	0	19
SWARM_5118	0	0	0	0	0	1	0	0	0	0	0	0	0	16
SWARM_5119	0	0	0	0	0	0	19	0	0	0	0	0	0	8
SWARM_2461	0	0	0	0	0	0	0	0	18	0	17	0	0	0
SWARM_2460	0	0	0	0	0	0	0	0	30	0	0	0	0	0
SWARM_1178	0	1	10	15	38	1	0	0	0	15	37	0	2	0
SWARM_1176	0	12	45	24	73	9	0	15	0	0	0	0	1	0
SWARM_1177	0	6	52	0	1	5	0	10	0	0	0	0	0	0
SWARM_1174	0	51	0	0	7	0	0	4	0	4	0	0	4	0
SWARM_1175	0	11	8	0	26	0	4	7	0	13	1	0	2	0
SWARM_1173	0	3	14	0	0	40	0	0	0	2	0	2	0	0
SWARM_1170	0	0	0	0	0	0	3	0	116	1	62	0	3	0
SWARM_1171	0	0	0	0	0	0	0	0	10	0	112	0	1	0
SWARM_1829	0	3	37	0	0	0	0	0	0	0	0	0	0	0
SWARM_1826	1	27	9	11	11	6	0	1	0	1	0	0	0	1
SWARM_1827	1	21	39	2	4	5	0	12	10	0	0	0	0	0
SWARM_1822	0	3	7	5	15	2	0	3	0	0	0	10	0	0
SWARM_4099	0	0	0	1	0	1	0	0	0	0	0	19	0	0
SWARM_14051	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_14052	0	0	0	0	0	0	4	0	1	0	1	0	0	1
SWARM_14053	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_14056	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_14057	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_14058	0	0	0	0	0	0	4	0	0	0	0	0	0	1
SWARM_14059	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_14585	0	0	1	0	0	0	0	0	22	0	2	0	0	0
SWARM_314	29	11	34	4	9	54	0	68	0	0	0	2	1	0
SWARM_315	0	0	0	0	0	0	0	0	0	23	153	0	19	0
SWARM_317	20	148	7	0	1	0	0	2	0	0	0	1	0	3
SWARM_310	149	35	27	1	6	28	0	118	0	2	1	8	1	4
SWARM_311	23	119	46	2	0	0	0	4	0	0	0	0	2	0
SWARM_312	0	4	59	8	63	43	0	20	4	6	11	0	8	2
SWARM_313	0	0	0	0	3	0	0	0	5	13	129	0	12	1
SWARM_318	0	37	164	0	12	0	0	0	0	0	0	0	1	0
SWARM_4477	0	0	0	0	0	0	4	0	0	5	0	0	0	5
SWARM_5701	0	1	1	2	7	3	6	1	4	0	0	0	0	3
SWARM_5700	0	0	0	0	0	0	4	0	0	3	0	0	0	8
SWARM_5706	0	0	0	0	0	0	4	0	0	1	0	0	0	8
SWARM_5708	0	0	0	0	0	0	9	0	0	2	0	0	0	1
SWARM_11518	0	0	0	0	0	0	4	0	14	0	1	0	0	0
SWARM_8033	0	0	0	0	0	0	4	0	0	2	0	0	0	1
SWARM_2168	8	34	1	0	6	10	9	28	0	3	0	0	1	19
SWARM_2169	0	0	2	1	7	0	3	1	20	8	14	0	8	101
SWARM_2160	1	0	26	20	9	4	0	0	0	0	0	0	1	0
SWARM_2163	0	0	0	0	0	0	1	0	17	16	42	0	4	24
SWARM_2166	0	0	0	0	0	0	1	0	0	0	0	0	0	49
SWARM_459	0	22	148	0	2	0	0	0	0	0	0	0	0	0
SWARM_458	2	12	111	25	17	126	0	51	0	0	2	0	0	2
SWARM_457	0	0	0	0	0	0	2	0	0	113	28	0	11	6
SWARM_456	0	0	0	0	1	0	0	0	39	67	71	0	10	0
SWARM_455	0	0	0	0	0	0	3	0	1	129	13	0	8	7
SWARM_454	0	0	0	0	0	0	0	0	34	0	267	0	2	0
SWARM_453	0	2	0	0	0	0	1	0	0	17	102	0	14	3
SWARM_452	83	20	23	0	1	4	0	40	0	2	0	0	0	0
SWARM_451	169	11	41	1	4	34	0	193	0	0	0	2	2	0
SWARM_6421	0	0	0	0	0	0	4	0	1	0	2	0	2	1
SWARM_4132	0	0	0	0	0	0	0	0	1	8	0	0	0	13
SWARM_4731	0	0	0	0	0	0	0	1	0	0	0	0	0	17
SWARM_975	0	0	0	0	0	0	0	0	0	0	0	0	0	72
SWARM_972	10	39	22	0	0	3	0	5	0	0	0	0	3	0
SWARM_21555	0	0	0	0	0	0	0	0	0	0	0	5	0	0
SWARM_21554	0	0	0	0	0	0	0	0	0	0	0	5	0	0
SWARM_21551	0	0	1	0	1	0	0	0	0	0	0	5	0	0
SWARM_3355	14	0	0	0	0	0	0	3	4	3	1	0	0	0
SWARM_3356	22	4	0	1	2	0	0	1	0	0	0	3	0	0
SWARM_3350	0	1	0	0	0	1	0	22	0	0	0	0	0	0
SWARM_3352	0	0	0	0	0	1	0	0	0	0	0	0	0	20
SWARM_125	0	293	73	5	11	41	4	15	0	3	2	0	24	1
SWARM_124	2	86	77	16	68	114	2	77	0	64	5	5	27	12
SWARM_120	2	371	23	0	0	27	0	1	0	0	2	38	3	0
SWARM_129	16	248	207	355	288	274	2	118	0	3	30	3	18	73
SWARM_956	1	2	31	0	0	7	0	49	0	0	0	0	0	0
SWARM_957	4	1	6	2	16	31	4	23	3	21	6	0	5	23
SWARM_954	2	1	42	0	1	51	0	15	0	0	0	0	0	1
SWARM_952	39	50	49	0	13	12	0	47	0	5	1	4	12	3
SWARM_950	0	0	1	0	0	0	36	0	3	9	2	0	2	31
SWARM_958	0	0	0	0	0	0	0	0	36	7	24	0	0	13
SWARM_959	0	2	38	0	1	9	0	2	0	2	0	22	0	0
SWARM_7621	0	0	7	1	1	0	0	0	0	0	0	24	0	0
SWARM_8266	0	0	0	0	0	0	5	0	0	0	0	0	0	2
SWARM_1669	0	0	0	0	0	0	0	0	0	0	0	0	0	48
SWARM_1667	0	1	9	4	53	0	0	0	0	0	7	0	0	0
SWARM_1665	0	2	37	1	1	2	0	3	0	0	0	0	0	0
SWARM_1660	0	7	9	9	28	0	0	0	0	0	0	0	0	0
SWARM_1089	0	0	2	0	0	0	0	65	0	0	1	0	0	0
SWARM_1082	0	0	0	0	0	0	0	0	101	0	0	0	0	0
SWARM_1083	0	0	0	0	0	0	0	0	11	81	5	0	2	1
SWARM_1080	0	0	0	0	0	0	3	0	27	31	14	0	0	1
SWARM_1081	0	0	1	0	0	0	0	79	0	0	0	0	0	0
SWARM_1086	0	0	0	1	1	1	0	0	11	3	106	0	1	1
SWARM_1084	1	4	12	0	2	25	0	35	0	0	0	0	0	2
SWARM_1085	0	2	3	0	0	0	0	0	0	0	0	59	0	0
SWARM_13749	0	0	0	0	0	0	6	0	0	0	0	0	0	1
SWARM_624	0	0	1	1	4	3	0	11	0	49	6	0	24	10
SWARM_625	0	0	1	0	7	2	0	0	6	66	37	0	2	0
SWARM_627	4	25	8	4	18	15	0	9	0	9	48	0	28	2
SWARM_620	1	12	12	1	6	1	0	7	0	0	0	173	2	0
SWARM_621	0	0	0	0	0	0	2	0	32	33	93	0	8	5
SWARM_622	8	11	60	5	2	29	0	38	0	2	0	5	0	0
SWARM_623	0	4	1	23	63	4	0	3	0	4	36	0	9	1
SWARM_628	1	2	1	0	21	0	2	0	77	340	306	0	149	271
SWARM_629	0	7	0	0	0	0	0	0	0	0	0	151	0	0
SWARM_6854	0	3	2	0	0	0	0	0	0	0	0	7	0	0
SWARM_6855	0	2	2	0	0	0	0	0	0	0	0	7	0	0
SWARM_6857	0	1	1	0	6	0	0	1	0	0	0	6	0	0
SWARM_6850	0	0	0	0	0	0	0	0	0	0	0	9	0	0
SWARM_6852	0	0	3	0	0	2	0	3	0	0	0	14	0	0
SWARM_6853	0	0	1	0	0	0	0	0	0	0	0	8	0	0
SWARM_6858	0	2	2	0	0	2	0	0	2	0	0	7	0	0
SWARM_6859	4	3	1	0	0	3	0	1	0	0	0	6	0	0
SWARM_4253	0	0	0	0	1	3	7	2	0	0	0	0	0	3
SWARM_3122	0	1	2	0	10	3	0	29	0	0	0	0	0	2
SWARM_1292	0	1	10	73	13	0	0	0	0	0	0	0	0	0
SWARM_3783	0	0	0	0	0	0	0	0	19	0	0	0	0	0
SWARM_3782	0	0	0	0	0	0	0	0	18	0	0	0	0	0
SWARM_3786	0	0	0	0	0	0	4	0	15	8	19	0	2	2
