OTU	ED10_S_Wi2013	EN17_S_Wi2013	EN20_S_Wi2013	EOI15_S_Wi2013	EOI20_S_Wi2013	EOK10_S_Wi2013	EOK20_S_Wi2013_PS	EU08_S_Wi2013	LD10_S_Wi2013_PS_A	LN20_S_Wi2013_PS	LOK10_S_Wi2013	EN15_S_Wi2013	EN30_S_Wi2013	EB10_S_Wi2013
SWARM_3784	0	0	0	0	0	0	0	0	19	0	11	0	0	0
SWARM_28913	0	0	0	0	0	0	7	0	0	0	0	0	0	0
SWARM_3878	0	1	1	12	3	0	0	0	0	4	2	0	0	0
SWARM_1785	0	0	1	0	2	0	0	1	0	28	70	0	15	0
SWARM_1784	0	0	0	0	0	0	0	0	0	32	12	0	6	0
SWARM_1781	0	0	0	0	0	0	0	0	0	44	33	0	9	0
SWARM_1780	0	0	0	0	0	0	0	0	15	16	14	0	11	0
SWARM_1788	0	0	0	2	2	0	7	0	0	13	20	0	1	1
SWARM_1439	0	0	0	0	0	0	0	0	0	0	58	0	1	2
SWARM_1438	0	0	0	0	0	0	0	0	1	14	57	0	1	0
SWARM_1437	0	0	0	0	0	0	0	0	12	0	113	0	2	2
SWARM_1436	0	0	0	0	0	0	0	0	0	11	38	0	8	0
SWARM_1434	0	0	0	0	23	1	0	0	3	9	85	0	26	0
SWARM_1433	0	0	0	0	0	0	0	0	0	46	1	0	11	27
SWARM_1432	0	0	0	0	0	0	0	0	0	43	0	0	0	1
SWARM_1430	0	0	1	0	1	0	0	1	25	43	32	0	26	9
SWARM_3304	0	0	5	0	0	0	0	22	0	0	0	0	0	0
SWARM_13508	0	0	0	10	0	0	0	0	0	0	0	0	0	0
SWARM_2963	0	4	0	17	19	12	0	0	0	0	0	0	0	0
SWARM_10077	1	0	0	0	0	0	5	0	0	0	0	0	0	0
SWARM_2259	0	0	0	0	2	2	6	1	6	60	41	1	12	42
SWARM_2256	0	0	0	0	2	13	0	50	0	0	0	1	0	2
SWARM_2254	0	1	0	0	14	1	19	0	10	0	4	0	0	0
SWARM_2253	0	0	0	0	0	0	0	0	19	24	4	0	3	40
SWARM_2250	0	0	0	0	0	0	2	0	0	0	0	0	0	62
SWARM_9343	0	0	0	12	0	0	0	1	0	0	0	0	0	0
SWARM_7996	0	0	2	0	20	1	0	0	0	0	0	0	0	0
SWARM_1239	0	0	0	0	0	0	0	0	0	11	24	0	28	0
SWARM_1238	0	1	4	36	78	4	0	10	0	0	0	0	0	0
SWARM_1235	0	0	0	0	0	0	0	0	0	37	2	0	20	2
SWARM_1234	0	0	1	0	20	0	0	4	9	9	2	0	2	70
SWARM_1237	7	5	24	0	1	10	0	9	0	0	0	7	5	3
SWARM_1236	0	0	2	0	18	1	0	0	1	11	15	0	9	6
SWARM_1231	0	2	49	1	0	10	0	1	0	0	0	2	0	0
SWARM_1230	0	33	61	18	16	52	0	15	0	6	0	7	7	0
SWARM_1233	0	0	0	0	0	0	0	0	0	0	1	0	0	55
SWARM_11065	0	0	0	0	0	0	0	0	22	0	8	0	0	1
SWARM_18788	0	0	0	0	0	0	4	0	0	2	0	0	0	1
SWARM_1903	0	0	0	0	0	0	0	0	18	2	26	0	3	0
SWARM_1904	0	0	0	0	0	0	0	0	3	0	66	0	2	0
SWARM_1908	0	0	0	0	0	0	0	0	0	35	0	0	1	0
SWARM_9620	0	0	0	0	0	0	7	0	3	4	2	0	0	0
SWARM_14154	0	0	0	0	0	0	7	0	0	0	0	0	0	0
SWARM_14157	0	0	0	0	0	0	7	0	0	0	0	0	0	0
SWARM_14156	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_14151	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_14150	0	0	0	0	0	0	4	0	0	0	1	0	0	0
SWARM_14152	0	0	0	0	0	0	5	0	0	3	0	0	0	0
SWARM_14158	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_1578	0	1	1	1	2	7	5	35	0	0	0	0	1	18
SWARM_1579	0	1	35	36	24	9	0	2	0	0	0	0	1	0
SWARM_1572	0	7	45	0	0	0	0	0	0	0	0	0	0	0
SWARM_1571	0	10	38	0	9	0	0	1	0	0	0	0	0	0
SWARM_1577	0	3	40	0	2	3	0	0	0	0	0	0	1	0
SWARM_1574	0	5	36	16	5	1	0	3	0	0	1	0	2	1
SWARM_4335	0	0	0	0	0	0	0	0	0	0	0	0	0	20
SWARM_4339	0	0	1	0	0	1	0	0	0	0	0	0	0	20
SWARM_2595	0	1	0	0	3	0	14	0	6	12	18	0	4	3
SWARM_2591	0	0	0	0	1	0	0	0	58	25	35	0	3	1
SWARM_177	82	132	3	0	5	5	0	49	0	0	0	0	0	0
SWARM_173	7	32	127	47	247	378	48	319	67	107	133	1	29	67
SWARM_8773	0	0	0	0	0	0	10	0	0	0	0	0	0	4
SWARM_179	0	37	299	5	3	0	0	1	0	5	0	0	3	0
SWARM_2049	0	0	0	0	36	0	0	0	0	0	0	0	0	0
SWARM_2047	0	1	1	4	33	0	0	0	0	0	16	0	0	0
SWARM_790	0	0	0	1	6	0	3	0	0	67	94	0	17	4
SWARM_791	0	1	20	0	0	0	0	1	0	0	0	116	1	0
SWARM_792	0	25	13	0	9	4	2	13	9	80	10	0	26	0
SWARM_793	0	3	1	0	0	0	0	0	13	61	0	0	3	0
SWARM_794	2	13	3	0	3	7	0	78	0	0	0	0	0	5
SWARM_796	12	22	33	0	5	19	0	22	0	0	0	0	2	0
SWARM_799	0	1	5	0	0	0	0	0	0	0	0	116	0	0
SWARM_246	11	135	12	0	1	50	1	52	0	0	0	0	2	8
SWARM_247	1	11	166	2	10	137	0	131	0	0	0	0	4	8
SWARM_244	27	99	84	2	3	64	0	29	3	0	0	2	2	0
SWARM_245	1	6	0	11	19	2	0	0	0	85	39	0	69	5
SWARM_242	0	0	0	0	0	0	0	0	0	0	0	0	0	215
SWARM_243	217	13	34	0	1	10	0	26	0	0	0	0	0	1
SWARM_240	0	0	0	0	0	0	0	0	6	1	263	0	2	0
SWARM_241	0	2	1	0	0	0	0	0	0	0	0	206	0	0
SWARM_249	1	5	35	23	124	54	17	33	6	3	1	0	1	8
SWARM_5801	10	0	0	0	0	0	0	0	0	0	0	0	0	1
SWARM_12214	0	1	0	0	1	0	0	0	0	0	0	5	0	0
SWARM_12216	0	0	0	0	0	0	0	0	0	0	0	6	0	0
SWARM_12217	0	0	0	0	0	0	0	0	0	0	0	7	0	0
SWARM_12210	0	0	0	0	0	0	0	0	0	0	0	5	0	0
SWARM_12211	0	0	0	0	0	0	0	0	0	0	0	6	0	0
SWARM_12212	0	0	0	0	0	0	0	0	0	0	0	5	0	0
SWARM_12213	0	0	0	0	0	0	0	0	0	0	0	7	0	0
SWARM_12218	0	0	0	0	0	0	0	0	0	0	0	6	0	0
SWARM_1003	0	3	53	1	15	4	0	0	2	5	7	0	0	0
SWARM_1000	0	0	14	6	40	8	9	11	6	0	1	0	1	11
SWARM_1001	0	0	0	0	0	0	0	0	7	83	36	0	5	26
SWARM_1007	5	0	0	0	3	1	66	1	0	0	0	0	0	56
SWARM_1004	0	0	18	1	9	36	6	4	6	4	0	0	0	1
SWARM_1008	0	0	0	0	0	0	0	0	0	70	1	0	14	1
SWARM_4070	0	1	0	0	0	0	0	0	0	0	0	0	0	15
SWARM_4072	0	0	0	0	2	0	0	0	0	0	0	0	0	16
SWARM_10155	0	0	0	0	0	1	0	0	0	0	0	18	0	0
SWARM_10156	0	1	0	0	0	0	0	0	0	0	0	13	0	0
SWARM_3093	1	27	0	3	7	3	0	1	0	0	0	0	0	0
SWARM_3092	2	1	0	0	1	3	0	7	0	0	0	0	0	16
SWARM_3090	0	1	17	0	0	1	0	0	0	0	0	8	0	0
SWARM_3099	1	13	41	3	1	19	0	12	2	0	0	5	0	0
SWARM_3547	0	0	0	0	0	0	0	0	0	0	0	0	0	28
SWARM_3549	26	31	8	0	1	2	0	8	0	0	0	14	3	3
SWARM_3548	12	4	2	1	1	7	0	2	0	0	0	0	0	0
SWARM_5635	1	0	2	0	0	1	0	0	0	0	0	9	0	0
SWARM_5634	0	1	0	0	0	0	0	0	0	0	0	17	0	0
SWARM_5633	0	0	1	0	0	1	0	0	0	0	0	20	0	0
SWARM_2948	0	0	0	0	2	0	6	0	0	3	0	0	2	14
SWARM_2943	1	0	1	0	0	1	0	21	0	0	0	0	0	0
SWARM_2940	3	3	10	0	5	22	0	12	2	0	0	0	0	1
SWARM_859	2	72	14	1	0	0	0	2	0	0	0	3	1	0
SWARM_853	0	0	0	0	0	0	0	0	1	91	2	0	3	0
SWARM_851	0	0	0	0	4	0	0	0	0	5	66	0	12	0
SWARM_850	0	0	0	0	0	0	0	0	0	13	53	0	18	0
SWARM_857	6	32	11	0	0	15	0	23	0	0	0	0	0	0
SWARM_856	0	2	18	4	45	7	3	0	22	9	18	0	13	3
SWARM_855	0	0	0	0	0	0	0	0	0	89	10	0	11	2
SWARM_854	0	0	0	0	0	0	0	0	52	29	5	0	3	0
SWARM_4307	0	0	0	0	0	0	0	0	29	0	0	0	0	0
SWARM_2360	0	0	0	0	0	0	0	0	38	0	0	0	0	0
SWARM_2361	0	0	0	0	3	0	0	0	6	32	12	0	6	0
SWARM_2366	0	0	0	0	0	0	0	0	7	56	13	0	0	3
SWARM_2365	0	0	0	0	0	0	0	0	0	40	0	0	0	1
SWARM_49	2	42	15	95	231	135	12	69	2	33	180	0	48	79
SWARM_48	0	87	483	267	248	147	0	67	0	25	1	2	14	13
SWARM_47	0	3	5	1	20	16	11	6	274	461	566	0	101	68
SWARM_44	0	0	0	0	0	0	0	0	0	9	773	0	16	0
SWARM_43	3	437	283	93	902	255	103	138	109	727	782	7	530	294
SWARM_42	3	47	327	754	707	47	0	82	5	20	33	0	33	25
SWARM_8100	0	0	0	0	0	0	4	0	0	0	9	0	1	0
SWARM_8105	0	0	0	11	0	0	0	0	0	0	0	0	0	0
SWARM_8106	0	0	0	10	0	0	0	0	0	0	0	0	0	0
SWARM_3708	0	0	0	0	0	1	0	0	4	14	44	0	1	0
SWARM_3703	0	0	0	0	0	0	3	0	0	0	47	0	5	2
SWARM_1708	0	8	40	16	5	1	0	0	0	0	0	0	0	0
SWARM_1700	3	0	1	0	0	37	0	23	0	0	0	0	0	2
SWARM_1702	0	1	6	1	0	0	0	0	0	0	0	40	0	0
SWARM_7283	0	0	0	0	0	0	8	0	0	0	0	0	0	1
SWARM_33483	0	0	0	0	0	0	0	0	0	0	0	0	0	13
SWARM_15664	0	0	0	0	0	0	0	0	0	0	0	5	0	0
SWARM_15666	0	0	0	0	0	0	0	0	0	0	0	5	0	0
SWARM_15663	0	0	0	0	0	0	0	0	0	0	0	5	0	0
SWARM_15668	0	0	0	0	0	0	0	0	0	0	0	5	0	0
SWARM_11572	0	0	0	0	0	0	0	0	16	0	0	0	0	0
SWARM_4754	0	0	1	0	0	0	0	0	0	0	0	12	0	0
SWARM_4757	0	3	6	1	0	0	0	0	0	0	0	6	0	0
SWARM_4753	0	1	0	0	0	0	0	0	0	0	0	22	0	0
SWARM_4759	0	1	6	2	1	0	0	1	0	0	0	5	0	0
SWARM_4758	0	0	8	1	0	0	0	0	0	0	0	8	0	0
SWARM_11391	0	0	0	0	0	0	8	0	0	0	0	0	0	0
SWARM_11392	0	0	0	0	0	0	5	0	0	0	1	0	0	0
SWARM_11393	0	0	0	0	0	0	5	0	0	0	0	0	0	0
SWARM_11394	0	0	0	0	0	0	5	0	0	0	0	0	0	0
SWARM_11395	0	0	0	0	0	0	5	0	0	0	0	0	0	0
SWARM_11396	0	0	0	0	0	0	6	0	0	0	0	0	0	0
SWARM_1989	0	0	0	0	0	0	0	0	0	30	8	0	0	0
SWARM_1988	0	0	0	0	0	0	0	0	4	37	3	0	0	0
SWARM_1987	0	0	0	0	0	0	0	0	26	0	18	0	0	0
SWARM_1986	0	0	0	0	0	0	0	0	54	0	1	0	2	0
SWARM_1984	8	10	39	0	5	9	0	14	0	0	0	0	0	0
SWARM_6669	0	0	0	0	0	0	0	0	17	0	0	0	0	0
SWARM_6663	0	0	0	0	0	0	0	0	21	0	0	0	0	0
SWARM_2759	0	0	0	0	0	1	0	0	0	0	1	0	0	35
SWARM_2758	0	0	0	0	2	0	0	0	0	0	1	0	0	31
SWARM_2756	0	0	0	0	1	0	0	0	0	0	0	0	0	29
SWARM_2755	0	0	0	0	0	0	0	0	28	23	15	0	0	1
SWARM_2754	0	0	1	12	22	0	0	0	0	0	3	0	0	0
SWARM_2753	0	0	1	18	11	2	0	0	0	0	0	0	0	0
SWARM_2751	0	0	0	31	2	0	0	1	0	0	0	0	0	0
SWARM_7138	0	1	0	1	1	1	5	0	0	0	1	0	2	2
SWARM_7136	0	0	0	0	0	0	0	0	16	7	0	0	2	0
SWARM_14055	0	0	0	0	0	0	5	0	0	0	0	0	0	0
SWARM_8319	0	0	0	0	0	0	8	0	0	0	0	0	0	0
SWARM_8311	0	0	0	0	0	0	13	0	0	0	0	0	0	0
SWARM_8310	0	0	0	0	0	0	17	0	0	0	0	0	0	0
SWARM_8312	0	0	0	0	0	0	7	0	0	0	0	0	0	2
SWARM_8314	0	0	0	0	0	0	7	0	0	0	0	0	0	0
SWARM_8317	0	0	0	0	0	0	9	0	0	0	0	0	0	0
SWARM_8316	0	0	0	0	0	0	8	0	0	0	0	0	0	0
SWARM_2517	0	0	0	0	0	0	0	0	46	31	26	0	6	2
SWARM_710	0	0	0	0	0	0	0	0	0	0	108	0	0	0
SWARM_711	11	16	19	0	1	37	21	49	7	1	0	0	0	5
SWARM_712	3	20	2	1	17	6	2	3	3	17	68	1	18	29
SWARM_715	1	3	80	12	34	50	0	25	0	5	1	1	3	2
SWARM_716	0	0	0	1	57	2	0	1	42	3	5	0	2	6
SWARM_717	1	2	11	0	0	53	0	24	0	0	1	0	0	6
SWARM_5881	0	0	0	0	22	0	0	0	2	1	1	0	0	0
SWARM_10988	0	1	0	10	1	3	0	2	0	0	0	0	0	0
SWARM_10984	0	0	0	12	0	0	0	0	0	0	0	0	0	0
SWARM_12294	0	2	0	1	7	1	0	1	0	0	0	5	0	0
SWARM_18862	0	0	0	0	0	0	4	0	0	6	1	0	0	0
SWARM_18865	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_18866	0	0	0	0	0	0	5	0	0	0	0	0	0	0
SWARM_18868	0	0	0	0	0	0	4	0	0	0	0	0	0	0
SWARM_5307	0	0	0	0	2	0	0	0	3	3	5	0	13	0
SWARM_6142	0	0	0	0	0	0	0	0	0	0	0	0	0	13
SWARM_6146	0	0	0	0	0	0	0	0	0	0	0	0	0	15
SWARM_6145	0	1	0	0	2	0	0	3	0	0	0	0	1	19
SWARM_2653	11	20	12	0	0	22	0	20	0	0	0	0	0	0
SWARM_2650	25	15	1	0	0	2	0	1	0	0	0	0	0	0
SWARM_2656	11	13	5	10	6	2	0	18	0	0	0	1	2	0
SWARM_2654	7	9	35	1	0	22	0	8	0	0	0	0	2	0
SWARM_8435	0	0	0	0	0	0	0	0	18	0	1	0	1	0
SWARM_3018	0	0	1	2	4	5	5	1	3	0	2	0	2	1
SWARM_3012	0	1	1	0	7	1	5	0	6	0	5	0	0	3
SWARM_3011	0	3	1	0	2	1	3	2	25	10	3	0	2	7
SWARM_3010	0	0	0	0	2	0	7	0	3	0	12	0	1	0
SWARM_9745	0	0	0	0	0	0	4	0	20	4	5	0	0	0
SWARM_1322	18	6	5	0	0	53	6	1	0	0	0	0	0	0
SWARM_1321	0	4	8	24	15	10	0	1	0	0	0	0	1	0
SWARM_1320	1	10	3	0	0	47	0	19	0	0	0	0	0	0
SWARM_1327	5	3	3	0	4	21	2	30	0	0	0	0	0	5
SWARM_1326	0	1	0	0	2	1	0	0	0	10	45	0	5	0
SWARM_1325	2	0	1	0	5	0	0	0	0	0	0	0	0	208
SWARM_1324	0	0	0	0	0	1	3	0	0	0	0	0	0	50
SWARM_1329	0	4	3	6	27	1	3	5	0	3	2	0	1	3
SWARM_1328	0	0	1	0	0	0	0	0	38	17	8	0	3	1
SWARM_13210	0	3	5	10	6	8	0	1	2	0	5	0	0	0
SWARM_5149	0	0	1	0	0	0	0	0	0	0	0	12	0	0
SWARM_5146	0	0	0	0	0	0	0	0	0	0	0	25	0	0
SWARM_7787	0	0	0	0	0	0	7	0	0	0	0	0	0	8
SWARM_2498	20	18	30	0	3	20	0	7	1	0	0	1	0	2
SWARM_2491	1	20	9	7	34	20	0	13	0	0	31	0	10	4
SWARM_2493	12	6	6	0	0	4	0	1	0	0	0	0	0	2
SWARM_1622	0	0	0	0	0	0	7	0	0	0	76	0	0	16
SWARM_1624	0	0	0	0	0	0	0	0	0	0	0	0	0	50
SWARM_8188	2	0	2	0	1	3	4	0	0	0	1	2	0	3
SWARM_695	0	82	5	0	2	0	0	0	0	0	2	0	8	0
SWARM_694	6	13	8	3	0	55	0	28	0	0	0	0	1	0
SWARM_697	1	3	4	1	21	9	0	5	0	0	7	1	6	55
SWARM_696	0	17	21	16	78	6	0	10	0	3	7	0	6	7
SWARM_691	15	18	37	0	4	18	0	9	0	0	0	3	0	0
SWARM_693	0	0	0	0	0	0	0	0	48	24	143	0	1	0
SWARM_692	5	81	25	1	1	24	0	18	0	3	0	0	3	0
SWARM_529	0	1	6	1	28	6	0	0	16	10	90	0	3	0
SWARM_523	1	0	0	0	0	0	0	0	15	16	117	0	4	2
SWARM_522	0	0	0	0	1	0	0	0	7	26	147	0	23	1
SWARM_520	0	0	0	0	1	0	0	0	0	2	112	0	19	2
SWARM_526	0	4	1	1	1	1	0	0	0	0	0	114	0	0
SWARM_525	3	3	93	0	8	18	0	7	0	0	0	0	0	1
SWARM_524	19	75	48	0	7	27	0	34	0	0	0	0	1	0
SWARM_6558	11	0	0	0	0	0	0	1	0	0	0	0	0	0
SWARM_9589	0	0	0	0	0	0	14	0	0	0	0	0	0	0
SWARM_6554	1	4	3	0	7	1	0	7	1	0	0	6	3	4
SWARM_6552	0	0	0	0	0	2	8	0	0	29	2	0	1	0
SWARM_5928	13	1	0	0	0	0	0	0	0	0	0	0	1	0
SWARM_7203	0	2	20	23	5	3	0	0	0	0	0	1	0	0
SWARM_7208	0	0	0	15	3	0	0	0	0	0	0	0	0	0
SWARM_7209	0	0	0	10	3	1	0	1	0	0	0	0	0	0
SWARM_1121	1	2	0	0	0	0	0	1	0	0	0	57	0	0
SWARM_1125	1	1	22	0	2	11	0	24	0	0	0	0	1	0
SWARM_1124	0	0	0	0	0	0	0	0	0	3	62	0	0	0
SWARM_1127	4	6	29	1	9	22	0	8	0	3	0	1	0	0
SWARM_1126	9	9	4	0	0	63	0	9	0	1	0	0	0	1
SWARM_1129	0	3	8	0	0	21	0	26	0	0	0	0	2	0
SWARM_1128	0	0	0	0	0	1	0	0	0	0	0	0	0	74
SWARM_3196	1	10	1	0	0	8	6	0	0	0	0	0	0	2
SWARM_3197	0	0	0	0	0	0	8	0	0	0	0	0	0	22
SWARM_3198	0	0	0	0	1	0	4	0	0	0	2	0	0	19
SWARM_3220	0	0	0	0	0	0	0	0	0	31	0	0	0	0
SWARM_3227	0	0	0	0	0	0	5	0	0	12	5	0	0	2
SWARM_329	0	0	0	0	1	0	0	0	1	70	300	0	104	2
SWARM_328	0	18	26	1	24	42	0	90	0	0	0	0	5	3
SWARM_324	0	0	0	0	0	0	0	0	0	48	158	0	7	5
SWARM_327	0	4	8	2	47	2	3	2	0	49	38	0	34	30
SWARM_326	0	0	0	0	0	0	0	0	30	16	223	0	1	1
SWARM_321	0	0	0	0	0	0	0	0	3	12	181	0	1	0
SWARM_320	0	0	0	0	0	0	0	0	7	141	17	0	2	0
SWARM_323	0	1	2	0	0	3	16	0	1	61	1	0	0	176
SWARM_322	0	0	2	0	0	0	0	0	4	22	148	0	22	10
SWARM_4420	0	1	3	1	1	1	0	2	0	0	0	8	0	0
SWARM_6374	0	0	0	0	1	0	9	0	0	0	0	0	0	7
SWARM_2869	0	0	0	0	1	1	0	0	0	5	55	0	2	0
SWARM_2868	0	0	0	0	0	0	0	0	0	34	3	0	2	0
SWARM_2289	2	7	9	5	1	3	0	9	4	2	0	19	3	0
SWARM_2288	0	0	1	4	20	24	0	6	0	0	1	0	0	1
SWARM_2285	0	0	0	0	0	0	0	0	0	3	42	0	1	0
SWARM_2287	0	0	0	0	3	1	0	0	20	15	8	0	3	2
SWARM_7424	0	0	0	0	0	0	0	0	35	9	7	0	0	4
SWARM_5483	0	0	0	0	0	0	0	0	24	1	0	0	0	1
SWARM_5486	0	0	0	0	0	0	0	0	30	0	0	0	0	0
SWARM_5489	0	0	0	0	0	0	0	0	21	0	0	0	0	0
SWARM_2132	1	1	2	0	1	42	0	8	0	0	0	0	0	0
SWARM_2131	0	0	2	0	4	6	0	37	0	0	1	0	0	4
SWARM_2130	0	0	0	0	0	0	0	64	0	0	0	0	0	0
SWARM_2137	0	0	0	0	1	0	4	0	27	18	21	0	0	18
SWARM_2136	0	1	0	0	0	0	3	0	47	3	9	0	0	33
SWARM_2135	0	0	0	0	0	0	0	0	71	0	0	0	0	0
SWARM_2134	0	0	0	0	0	0	0	0	53	8	1	0	0	0
SWARM_4992	0	0	0	0	0	0	10	0	0	0	0	0	0	7
SWARM_4997	0	0	0	0	0	0	13	0	8	2	0	0	0	0
SWARM_4994	0	0	0	0	0	0	12	0	0	0	0	0	0	0
SWARM_4999	0	0	0	0	0	0	4	0	2	3	6	0	0	4
SWARM_4998	0	0	0	0	3	0	7	0	9	0	0	0	0	4
SWARM_3428	0	0	0	0	0	0	8	0	0	0	0	0	0	21
SWARM_3427	1	4	8	0	1	2	0	1	0	0	0	6	1	0
SWARM_3424	0	0	0	0	0	0	0	0	0	0	50	0	0	0
SWARM_3425	0	0	0	0	0	0	0	0	0	0	41	0	0	0
SWARM_12501	0	0	0	0	0	0	10	0	0	0	0	0	0	1
SWARM_18775	0	0	0	0	0	0	5	0	0	0	1	0	0	0
SWARM_3412	0	0	0	0	1	1	0	0	50	37	55	0	1	2
SWARM_21589	0	0	0	1	0	0	0	1	0	0	0	7	0	0
SWARM_14670	1	0	0	0	1	0	4	0	0	0	0	0	0	1
SWARM_4387	0	0	0	0	0	0	0	0	0	0	47	0	0	0
SWARM_5381	0	0	0	0	21	0	0	0	0	0	0	0	0	0
SWARM_989	1	1	3	1	4	44	0	3	0	4	32	0	2	3
SWARM_4652	0	0	0	0	0	0	0	0	19	8	0	0	0	2
SWARM_4656	0	0	0	0	0	0	0	0	17	0	1	0	0	0
SWARM_929	0	0	0	0	0	0	0	0	0	0	72	0	1	0
SWARM_927	0	0	0	0	0	0	0	0	49	81	8	0	5	3
SWARM_926	0	0	0	0	1	0	0	0	27	70	38	0	10	0
SWARM_925	0	0	0	0	1	0	0	0	0	0	94	0	5	0
SWARM_924	0	0	0	0	0	0	0	0	4	0	78	0	3	0
SWARM_923	0	0	0	0	14	0	0	0	2	0	72	0	4	0
SWARM_922	0	0	0	0	0	0	0	0	77	0	25	0	5	0
SWARM_921	0	0	0	0	0	0	0	0	0	13	50	0	7	0
SWARM_8929	0	1	0	0	0	0	4	0	0	6	0	0	0	0
SWARM_8212	0	0	0	0	0	0	6	0	0	0	0	0	0	1
SWARM_1632	0	4	2	2	14	1	7	0	0	4	2	0	1	4
SWARM_1635	0	0	3	7	37	5	0	0	0	0	0	0	0	1
SWARM_1634	0	0	7	53	5	0	0	1	0	0	1	0	0	0
SWARM_1637	0	0	0	0	0	0	0	0	9	33	16	0	8	0
SWARM_1636	0	0	0	0	0	0	0	0	17	11	19	0	1	6
SWARM_1639	0	0	0	0	2	0	0	0	0	46	6	0	2	0
SWARM_2410	0	0	1	0	0	3	0	0	48	0	2	0	1	8
SWARM_2411	0	4	13	3	2	1	0	4	0	0	0	5	0	1
SWARM_2412	1	0	0	0	0	0	3	0	3	34	12	0	13	3
SWARM_2413	0	0	3	1	20	0	0	1	13	1	14	0	0	1
SWARM_15718	0	2	0	0	0	0	0	0	0	0	0	5	0	0
SWARM_9505	0	0	0	0	0	0	4	0	0	2	3	0	1	1
SWARM_619	0	0	0	0	0	0	0	121	0	0	0	0	0	0
SWARM_618	4	4	12	0	1	23	0	71	0	0	0	1	0	0
SWARM_615	0	0	0	1	12	0	0	0	0	0	88	0	0	0
SWARM_614	2	11	55	8	5	11	0	21	0	7	0	0	4	1
SWARM_617	0	32	26	1	2	47	0	10	0	0	0	0	0	1
SWARM_616	0	0	0	0	0	0	1	0	0	0	0	0	0	118
SWARM_611	0	0	0	0	0	0	2	0	3	91	2	0	0	3
SWARM_610	0	1	4	11	27	0	0	0	0	5	143	0	39	1
SWARM_613	0	0	0	0	0	0	4	0	80	3	21	0	1	1
SWARM_612	0	0	0	0	1	1	0	0	92	58	17	0	11	3
SWARM_6884	0	0	0	0	0	0	0	0	0	0	0	0	0	13
SWARM_6881	0	0	0	0	0	1	0	0	0	0	0	0	0	15
SWARM_10538	0	0	0	0	0	0	0	0	0	0	1	0	0	23
SWARM_1877	1	33	5	5	15	1	0	6	14	0	0	0	0	2
SWARM_1874	0	0	0	0	0	0	0	0	31	11	30	0	1	3
SWARM_1873	2	1	5	0	2	2	0	0	0	0	0	29	0	0
SWARM_2990	4	2	9	1	3	3	0	4	0	0	0	15	0	1
SWARM_2993	0	0	0	0	0	0	8	0	16	1	13	0	1	12
SWARM_2992	0	0	1	0	24	0	0	0	2	3	2	0	0	0
SWARM_3803	0	0	0	0	0	0	0	0	27	39	3	0	0	9
SWARM_1406	20	12	13	0	1	9	0	4	0	0	0	0	0	1
SWARM_1407	6	4	18	1	5	0	0	6	0	0	0	5	2	0
SWARM_1404	0	0	1	0	6	0	0	0	16	9	95	0	3	3
SWARM_1405	2	1	30	0	0	19	0	38	0	0	0	0	0	1
SWARM_1402	0	4	1	0	5	4	5	5	0	0	0	1	0	30
SWARM_1400	0	0	1	0	1	2	0	0	54	18	2	0	3	0
SWARM_1401	0	0	0	0	0	0	0	0	45	44	10	0	2	0
SWARM_1408	11	26	27	0	3	55	0	14	0	1	0	0	0	0
SWARM_1409	4	19	17	1	7	19	0	14	0	0	0	5	2	0
SWARM_21558	0	0	0	0	0	0	0	0	0	0	0	8	0	0
SWARM_5777	0	0	2	0	0	0	0	0	0	0	0	8	0	1
SWARM_2201	0	2	5	0	2	4	0	24	0	0	0	0	2	2
SWARM_2203	0	0	0	0	0	0	0	0	0	69	17	0	2	0
SWARM_2202	0	0	0	0	0	0	0	0	0	65	3	0	1	0
SWARM_2205	0	0	0	0	0	0	0	0	0	7	53	0	1	0
SWARM_2306	0	3	0	0	0	27	0	7	0	0	0	0	0	0
SWARM_2206	0	0	1	2	32	4	3	0	1	16	5	0	2	6
SWARM_4919	0	0	1	6	19	0	0	0	0	0	5	0	0	0
SWARM_4913	0	0	0	4	19	5	0	0	0	0	0	0	1	0
SWARM_4917	0	0	0	18	3	1	0	0	0	0	0	0	0	0
SWARM_4915	2	0	0	21	1	0	0	2	1	0	2	0	0	0
SWARM_4914	0	5	0	16	1	3	0	1	0	0	0	0	0	0
SWARM_408	2	4	13	0	2	135	0	1	0	0	0	0	3	0
SWARM_404	1	13	9	4	65	9	2	7	21	31	81	0	15	10
SWARM_405	33	212	1	0	2	15	0	20	0	0	0	0	0	16
SWARM_407	50	54	42	1	4	15	0	21	0	0	0	8	1	0
SWARM_401	22	84	2	0	11	3	0	44	0	0	0	0	2	1
SWARM_402	12	188	93	0	0	74	0	18	0	2	3	0	1	0
SWARM_403	0	23	105	0	14	5	0	10	4	3	0	0	5	0
SWARM_6457	0	0	0	0	0	1	0	0	1	30	24	0	3	0
SWARM_1244	46	73	13	0	0	5	0	4	0	0	0	0	2	6
SWARM_1245	5	2	28	0	2	7	0	2	0	0	0	15	1	1
SWARM_1246	25	8	15	0	1	18	0	26	0	0	0	5	1	1
