"KEGG"	"ED10"	"EN17"	"EN20"	"EOI15"	"EOI20"	"EOK10"	"EU8"	"LOK10"
"K21472"	33.765	14.694	3.547	31.656	8.545	5.098	11.137	16.321
"K21473"	2.12	1.141	0.095	0.255	0.309	0.195	0.481	0
"K21474"	0.206	0.112	0	0	0.252	0.024	0.038	0
"K21478"	0.327	2.079	0.182	5.951	3.201	0.529	2.216	1.397
"K21480"	4.154	1.536	0.453	1.371	0.234	0.553	1.704	0.138
"K21481"	11.792	4.155	0.562	11.208	3.548	1.054	3.22	8.214
"K21486"	0.098	0.426	0.175	0.259	0.169	0.343	0.816	0.543
"K21490"	0.065	0	0	0	0.184	0.043	0.035	0.032
"K21491"	0.039	0	0	0	0	0	0.024	0
"K21495"	46.305	16.413	2.808	43.805	12.335	11.76	18.231	38.881
"K21498"	128.758	126.805	36.833	224.131	122.167	70.744	111.918	182.094
"K21500"	0.239	0.19	0.154	0	0.061	0.049	0.262	0.177
"K21502"	0.103	5.731	0.857	6.198	2.591	0.515	1.704	0.893
"K21511"	15.256	2.172	0.899	1.004	0.83	2.275	3.277	1.107
"K21512"	17.014	4.009	1.365	8.353	2.319	2.985	6.5	4.359
"K21514"	10.603	0.29	0.35	2.251	0.346	0.488	0.602	0.45
"K21515"	0.08	0.119	0.065	2.324	0.323	0.29	0.494	0.044
"K21523"	0.109	2.49	2.058	2.366	0.767	1.29	0.731	0.491
"K21528"	69.754	19.644	6.72	42.514	16.12	14.004	40.388	29.972
"K21551"	0.4	1.45	0.44	1.362	1.467	1.33	1.467	2.872
"K21552"	8.386	5.347	1.825	11.588	2.315	2.948	4.088	5.026
"K21555"	0.057	3.58	0.499	0.377	0.153	0.409	0.621	0.042
"K21556"	2.766	40.277	24.283	40.55	26.512	28.371	33.069	1.276
"K21557"	1.666	4.701	4.488	1.142	1.503	2.683	5.193	0
"K21561"	0.277	0.082	0.172	0	0.244	0.283	0.472	0.225
"K21562"	9.602	13.818	9.395	6.979	7.99	7.797	12.222	2.893
"K21563"	85.32	78.566	17.804	89.051	49.118	33.843	53.069	39.21
"K21564"	14.094	9.557	2.046	23.673	5.176	4.632	8.293	5.522
"K21566"	5.492	6.105	2.698	27.862	11.886	5.444	7.632	14.297
"K21567"	17.56	2.903	0.984	8.316	1.954	1.887	2.126	2.555
"K21571"	24.496	51.99	14.274	37.892	20.814	20.363	37.456	13.228
"K21572"	50.649	345.697	164.04	176.185	227.658	226.181	365.611	28.287
"K21573"	63.469	380.511	175.399	227.448	247.609	244.561	395.177	34.728
"K21574"	9.708	18.672	9.168	3.454	8.659	13.378	25.273	1.699
"K21575"	13.915	47.777	12.414	17.375	25.555	21.612	43.741	16.784
"K21576"	0.051	0.752	0.586	0	0	0.143	0.182	0
"K21577"	2.131	14.614	2.101	1.847	4.012	2.583	3.086	10.032
"K21578"	0.365	0.301	0.16	0	0.064	0.305	0.281	0.235
"K21585"	0.982	2.552	1.611	4.204	4.944	3.135	3.435	4.285
"K21586"	6.297	5.472	1.755	13.194	6.412	3.285	5.762	11.825
"K21592"	3.528	0.074	0	0.884	0	0.057	0	0
"K21596"	0.394	0	0	0	0.037	0	0.063	0.278
"K21600"	200.254	27.901	6.775	47.444	20.818	11.561	28.62	23.642
"K21601"	0.35	3.285	0.476	3.059	0.261	1.591	1.384	0.044
"K21602"	1.322	1.435	0.322	1.55	1.692	0.411	0.683	1.322
"K21603"	5.354	1.378	0.057	0.258	0	0.379	0.649	0.222
"K21604"	0.292	0.171	0	0	0.265	0.075	0.218	0.054
"K21606"	2.858	3.329	1.895	6.414	3.954	1.652	2.47	4.121
"K21607"	8.017	1.77	0.338	0.196	0.436	0.404	1.807	0.632
"K21613"	0.647	1.654	0.715	1.269	0.869	0.499	1.081	1.575
"K21616"	0.5	0.129	0.067	0.353	0.161	0.281	0.502	0.385
"K21617"	1.059	1.202	0	0	1.334	0.312	0.704	6.801
"K21618"	1.656	0.591	0.244	0.955	1.992	0.673	2.744	1.24
"K21619"	4.892	27.141	14.182	53.905	38.195	21.407	30.077	18.331
"K21620"	0.364	0.138	0	0	0.09	0.125	0.433	0.365
"K21621"	5.353	1.265	0.118	2.017	1.531	0.665	0.869	1.249
"K21622"	3.232	0.121	0	0.589	0.143	0	0.241	0.06
"K21624"	28.326	12.073	1.59	13.068	16.555	10.461	11.935	63.42
"K21636"	44.856	106.682	38.042	137.351	96.528	62.803	85.132	45.823
"K21645"	64.71	11.132	2.586	5.103	2.903	8.816	22.22	5.379
"K21647"	3.646	3.81	4.098	24.153	11.313	1.558	4.136	13.673
"K21672"	63.38	30.367	12.906	34.809	37.891	26.082	32.386	101.806
"K21676"	1.033	0	0	0	0.105	0.06	0.108	0.595
"K21677"	27.878	12.454	1.908	1.456	5.783	6.561	9.085	12.36
"K21678"	8.113	4.399	0.535	0	1.358	2.132	2.94	6.855
"K21679"	9.977	5.401	0.854	0.35	1.631	2.419	4.287	7.496
"K21681"	11.429	0.956	1.116	1.135	0.913	0.552	1.462	0.581
"K21684"	0.2	0.176	0	0	0	0	0	0
"K21685"	4.483	0.956	0.181	0.537	0.184	0.5	0.812	0.708
"K21686"	37.643	4.191	1.628	2.889	4.694	5.438	10.44	1.752
"K21687"	19.931	6.042	1.834	23.641	8.437	3.698	9.165	16.785
"K21688"	49.672	3.696	0.397	10.779	1.374	1.76	3.033	0.607
"K21694"	0.593	2.656	0.363	0	0.125	0.094	0.421	0.041
"K21696"	17.106	2.929	0.15	0	1.106	0.792	2.12	1.176
"K21697"	0.201	0	0	0	0	0	0	0
"K21698"	2.806	2.22	0.487	2.727	2.919	1.039	2.614	1.639
"K21699"	14.168	3.433	1.23	3.888	5.443	4.393	14.177	6.372
"K21700"	35.374	5.738	0.86	1.612	2.132	2.96	7.762	10.751
"K21701"	1.933	1.046	0.781	1.809	0.588	1.801	1.371	1.388
"K21702"	3.431	1.524	0.355	0	0.43	1.159	0.412	1.175
"K21703"	142.248	100.588	10.204	106.867	91.194	38.648	81.352	65.227
"K21711"	1.121	2.39	1.073	2.386	2.172	3.352	10.109	1.012
"K21721"	0.48	1.161	0.428	21.592	3.99	1.023	1.38	6.462
"K21722"	2.528	0.51	0	0	0.202	0.215	0.405	0.348
"K21723"	5.083	0.302	0	0.676	0.044	0.254	0.359	0.123
"K21724"	5.776	0.707	0	0	0.039	0.116	0.713	1.104
"K21725"	0.502	0.151	0	0	0.116	0.08	0.279	0
"K21727"	0.367	0.218	0.061	0	0.047	0.162	0.047	0.353
"K21730"	7.484	2.921	0.655	2.161	3	1.218	2.72	3.744
"K21731"	3.914	0.694	0.095	0	0.615	0.912	0.997	4.453
"K21737"	3.368	3.383	0.041	3.202	0.373	0.231	0.904	0.924
"K21739"	10.736	2.887	0.78	2.904	1.744	2.827	3.639	10.184
"K21741"	1.72	0.875	0.191	0.759	0.458	0.672	1.719	0.024
"K21742"	0.422	0.315	0.13	0	0.079	0.04	0.224	0
"K21743"	0.508	1.606	0.934	4.202	0.716	0.575	0.761	0.124
"K21744"	21.319	6.173	5.099	18.32	5.215	2.604	4.002	4.887
"K21745"	2.675	1.835	0.632	3.642	1.118	1.325	2.29	0.032
"K21746"	0.664	0.093	0	0	0.19	1.574	0.109	0.24
"K21747"	15	7.57	1.279	5.427	4.767	4.663	7.847	5.216
"K21748"	0.894	0	0.077	0	0	0	0.201	0
"K21749"	1.74	6.546	0.812	0.491	1.942	1.599	3.484	1.128
"K21755"	2.561	0.913	0	0	0.728	0.167	0.824	0.245
"K21756"	0.057	0.072	0	0	0.038	0	0	0
"K21757"	58.57	9.934	3.927	3.388	3.043	8.691	13.31	2.195
"K21758"	0.061	0.077	0	0	0	0.383	1.993	0
"K21759"	0.215	0.509	0.061	0.464	0.644	0.144	0.062	0.382
"K21760"	1.545	0.164	0.241	1.099	0.138	0.138	0.371	0.155
"K21772"	0.16	0.215	0.143	1.157	0.329	0.577	0.687	0.082
"K21778"	20.47	6.05	2.859	26.793	4.578	4.104	7.353	4.777
"K21779"	0.201	0	0	0	0	0	0	0.094
"K21780"	2.349	1.047	0.311	2.318	1.574	1.262	0.97	2.091
"K21782"	3.017	1.755	0.247	4.582	3.063	0.826	1.096	5.898
"K21785"	0.195	0	0	0	0	0	0	0
"K21786"	0.058	1.568	0.236	1.261	0.4	0.415	0.744	1.135
"K21792"	5.774	4.418	1.614	6.364	5.631	3.556	2.722	13.144
"K21793"	0.375	1.194	0.21	0.946	0.666	0.074	0.179	0.934
"K21801"	7.889	2.715	1.29	1.159	3.935	1.773	3.459	6.236
"K21802"	7.869	3.969	0.569	1.503	5.472	1.186	4.878	2.404
"K21804"	3.466	10.655	1.715	6.534	1.409	1.606	2.145	2.462
"K21813"	0.507	0	0	0	0	0.4	0.037	0
"K21815"	0.584	0	0.06	0	0.053	0.064	0	0.117
"K21816"	0.479	3.718	0.719	6.162	2.619	0.597	1.564	0.619
"K21817"	1.831	1.377	0	0	0.285	0.346	2.08	0.273
"K21822"	8.276	1.636	0.291	0	0.272	1.489	2.15	0.461
"K21825"	2.811	1.053	0.08	0.253	0.354	0.305	2.307	0.428
"K21826"	53.969	10.838	1.763	5.101	8.461	4.567	11.923	30.853
"K21827"	0.59	0.698	0.137	0	0.501	0.494	0.591	0.791
"K21829"	1.764	2.691	0.696	5.906	1.022	1.035	0.782	0.499
"K21830"	1.907	0.175	1.269	0.461	0.084	0.43	0.573	0.11
"K21831"	2.075	1.454	0.409	1.254	0.313	0.654	0.365	0.334
"K21832"	30.507	3.784	0.635	4.539	2.61	1.638	3.73	2.986
"K21833"	79.597	17.649	2.377	6.4	21.838	10.439	22.132	73.886
"K21834"	115.482	76.627	23.422	164.572	75.271	48.003	78.157	60.919
"K21835"	0.284	0.172	0.036	0	0.157	0.179	0.183	0.102
"K21843"	0.164	0.341	0.252	1.014	1.106	0.519	0.569	1.108
"K21850"	3.13	1.803	0.48	2.069	1.063	2.384	2.084	3.08
"K21865"	0.076	0.304	0	0	0	0	0.042	0.24
"K21866"	5.029	2.792	1.575	9.505	6.781	1.683	4.274	14.274
"K21867"	1.236	1.292	0.415	1.481	1.321	1.292	1.093	1.871
"K21878"	0.668	0.194	0.05	0	0	0.161	0.122	0.871
"K21883"	71.021	20.18	3.51	2.38	9.561	15.411	22.115	22.306
"K21885"	16.028	2.153	0.702	7.707	1.595	1.147	1.485	1.153
"K21886"	2.597	0.703	0.251	0	0.315	0.371	0.21	0.854
"K21887"	0.641	0	0.055	0	0.031	0	0.076	0.146
"K21893"	0.123	0.098	0	0	0.077	0.109	0.209	0
"K21898"	5.321	24.585	12.083	39.28	22.333	10.063	16.568	35.206
"K21900"	16.787	24.953	3.977	42.121	14.739	8.33	18.234	5.952
"K21902"	6.628	9.351	3.351	15.691	4.398	5.89	6.198	2.579
"K21903"	40.322	53.9	18.944	75.653	45.274	14.01	23.212	24.938
"K21905"	0.344	0.162	0	0.656	0.58	0.188	1.077	0.951
"K21906"	0.113	0	0	0	0.072	0	0.404	0.246
"K21908"	1.722	0.621	0.763	3.638	1.092	1.006	0.869	1.952
"K21909"	8.772	1.856	0.518	2.974	0.412	0.374	1.033	0.271
"K21910"	9.217	0.925	0.049	3.693	0.49	0.415	0.361	0.112
"K21911"	9.427	0.483	0	1.287	0.296	0.154	1.37	0.116
"K21912"	0.081	0.092	0	0.397	0.43	0.139	0.368	0.682
"K21929"	275.923	151.686	32.839	217.023	123.939	80.107	120.148	173.506
"K21935"	0.787	13.951	5.356	16.095	5.339	7.262	6.815	0.962
"K21936"	119.972	57.742	17.514	63.008	40.041	39.145	59.72	53.512
"K21947"	15.516	6.001	1.834	13.126	3.564	4.635	7.248	6.253
"K21948"	87.567	21.4	5.596	8.669	9.639	12.704	25.549	16.07
"K21949"	1.557	1.412	0.168	9.497	5.321	1.233	1.466	4.68
"K21959"	6.146	4.357	0.782	1.215	1.041	1.819	2.724	3.366
"K21960"	1.074	0.928	0.172	0.295	1.04	0.329	0.277	0.706
"K21961"	8.099	1.961	2.232	5.473	2.442	1.792	2.818	6.269
"K21962"	2.488	2.175	0.966	5.407	1.218	0.947	3.075	2.983
"K21966"	0.091	0.286	0	0	0.171	0.139	0.396	0.334
"K21972"	0.17	0.059	0.273	0	0.081	0.329	0.389	0.596
"K21973"	46.504	17.084	2.93	13.008	6.418	8.197	17.718	11.644
"K21977"	0.541	0.997	0.413	0.608	0.333	1.27	0.767	0.324
"K21990"	0.874	2.745	0.695	2.157	0.715	4.018	2.658	0.277
"K21993"	7.083	24.064	9.37	30.55	12.648	12.739	17.16	1.054
"K22002"	0.166	0.045	0	0	0.019	0	0.079	0
"K22003"	27.429	21.205	3.067	0.215	2.812	13.177	16.083	4.051
"K22010"	83.983	33.625	17.836	47.076	18.726	18.595	25.328	16.017
"K22011"	0.257	0.763	0.152	0	0.041	0.025	0.275	0.145
"K22014"	0.087	0.298	0.319	0	0.246	0.171	0.386	0.335
"K22015"	0.376	1.014	0.422	2.039	1.458	0.531	1.467	1.632
"K22017"	0.051	0.802	0	0.721	0.292	0.433	0.174	0.179
"K22024"	22.435	15.051	5.485	19.969	12.921	10.902	12.399	12.165
"K22025"	76.42	20.313	3.231	0.549	5.486	13.618	24.116	17.787
"K22026"	0.212	1.434	0.429	0	0.15	0.21	0.402	0.156
"K22027"	55.018	16.14	3.713	4.646	14.549	13.107	17.585	54.726
"K22038"	0.052	0	0	0	0.06	0	0.082	0
"K22041"	4.409	2.071	0.26	0.112	1.261	1.34	0.587	0.48
"K22042"	41.692	43.037	6.899	64.129	37.75	15.406	36.375	35.856
"K22043"	0.797	5.191	1.061	1.181	1.612	1.488	1.713	2.086
"K22044"	69.773	78.83	38.873	72.208	52.827	37.929	56.656	98.853
"K22051"	0.102	0.89	0.073	2.023	1.514	0.744	1.482	2.823
"K22066"	1.608	0.391	0.047	1.142	2.041	0.731	0.487	2.445
"K22067"	26.134	9.562	1.565	1.564	3.062	5.316	10.528	0.261
"K22071"	2.604	0.055	0.083	0	0.088	0.322	0.284	0.438
"K22072"	0.251	0.778	0	0.246	0.212	0.064	0	0.034
"K22074"	70.626	46.153	22.465	32.098	24.593	19.323	41.091	38.275
"K22075"	0.327	0.539	0	0	0.107	0	0.555	0.111
"K22077"	1.238	1.293	0.159	0.467	2.279	0.392	1.301	4.846
"K22078"	1.799	4.332	0.741	0	0.395	0.281	2.523	0.212
"K22081"	42.443	11.798	2.758	4.131	8.242	6.568	9.525	32.747
"K22082"	43.55	11.547	1.759	4.023	8.27	4.77	9.784	23.408
"K22083"	75.82	36.789	7.659	96.321	71.926	20.725	42.096	148.133
"K22084"	4.097	0.465	0.124	0.195	0.145	0.197	0.27	0.668
"K22085"	4.669	1.312	0.072	0	0.579	0.527	0.533	0.51
"K22086"	25.945	4.885	0.466	0.325	2.151	2.14	3.137	2.884
"K22087"	4.703	0.971	0.254	0	0.716	0.276	0.445	4.648
"K22103"	0.104	1.135	0.126	0	0.148	0.061	0.448	0.096
"K22104"	5.431	2.932	0.496	1.625	0.991	0.613	1.813	2.564
"K22105"	5.906	7.991	1.546	14.863	7.889	5.312	14.502	6.743
"K22106"	7.179	8.895	3.261	8.921	3.346	2.867	5.71	4.581
"K22107"	20.661	4.863	2.21	7.6	3.674	2.422	6.447	16.618
"K22108"	54.102	11.098	3.778	14.728	7.714	5.072	13.522	13.902
"K22109"	9.493	4.293	1.107	6.401	3.28	3.463	6.146	7.511
"K22112"	3.594	3.054	0.366	0.73	0.632	0.505	1.356	5.05
"K22116"	3.773	10.345	0.929	7.112	8.174	1.902	4.583	14.121
"K22118"	0.073	0	0	1.078	0.308	0	0	0
"K22124"	0.51	0.159	0	0	0.043	0.137	0	0.285
"K22129"	12.695	12.702	3.805	10.606	7.023	4.446	7.373	3.596
"K22130"	54.756	13.102	4.721	8.772	5.557	6.946	15.419	11.068
"K22131"	58.788	10.296	2.909	2.631	3.723	5.967	16.119	5.585
"K22132"	53.943	79.256	27.625	73.801	43.005	35.174	61.939	11.98
"K22133"	31.197	9.024	1.407	10.858	5.458	6.855	8.482	19.714
"K22134"	6.475	2.28	0.534	0.636	0.529	0.832	1.403	0.385
"K22135"	9.043	3.225	1.152	9.928	3.869	1.476	3.341	4.587
"K22136"	25.027	33.904	7.911	13.09	21.905	18.015	35.207	16.784
"K22144"	4.998	5.048	1.724	2.414	5.671	2.958	5.277	2.099
"K22148"	0.106	0.688	0.292	0.205	0.426	0.353	0.358	0.33
"K22150"	0.159	0	0	0	0.035	0	0	0.309
"K22152"	0.139	0.144	0	0.2	0.122	0.183	0	0.147
"K22153"	1.914	0.176	0.383	0.57	0.27	0	0.47	0.578
"K22161"	0.376	1.878	0	0.599	0.265	0.458	0.04	0
"K22165"	0.264	0.388	0	0	0.108	0	0.124	0.2
"K22168"	0.126	0.716	0.089	0	0	0.041	0.326	0.097
"K22169"	0.025	1.973	0.268	0.279	3.14	0.597	0.732	12.327
"K22185"	59.026	10.579	2.155	0.164	4.472	8.573	11.795	9.776
"K22186"	52.281	8.371	2.007	2.086	2.672	7.261	13.969	3.853
"K22187"	124.286	31.957	5.918	17.093	26.102	28.253	39.194	45.725
"K22199"	0.063	0.233	0	0.549	0.217	0	0.343	0
"K22205"	52.835	76.996	15.817	101.137	52.989	26.703	56.648	72.603
"K22209"	33.391	16.542	3.927	8.435	7.295	9.908	14.658	7.627
"K22210"	23.417	10.353	2.934	18.284	14.011	7.817	14.495	20.608
"K22211"	11.103	5.964	2.138	14.366	8.641	3.902	7.117	8.396
"K22213"	16.016	18.258	4.048	18.494	7.343	10.639	13.193	6.153
"K22215"	15.028	0.885	0.045	0	0.629	1.227	2.739	0.545
"K22216"	3.113	0.583	0.165	1.109	0.111	0.062	0.704	0.171
"K22217"	8.386	0.965	0.242	0	0.59	0.493	2.457	0.373
"K22219"	1.874	0.679	0.219	0	0.286	0.308	0.825	0.391
"K22220"	8.97	1.766	0.235	0	0.575	1.615	2.377	1.28
"K22223"	4.742	3.192	0.573	5.594	1.391	0.81	1.317	9.028
"K22224"	5.189	11.801	2.842	26.939	9.848	5.654	7.377	11.23
"K22225"	75.825	49.673	7.614	82.231	43.607	21.621	44.108	67.139
"K22226"	66.362	64.985	16.609	101.668	61.747	33.526	53.494	64.237
"K22227"	53.394	79.919	21.779	84.505	51.705	41.105	47.913	60.045
"K22229"	0.954	0	0	0	0.028	0.128	0.285	0
"K22230"	10.146	5.747	2.016	12.15	8.159	5.081	6.603	5.547
"K22231"	0.432	3.851	1.564	27.781	6.355	2.515	3.852	3.912
"K22232"	0.488	5.779	0.392	12.236	2.724	1.476	2.257	3.308
"K22233"	0.107	3.742	0.966	23.1	6.403	2.743	4.521	6.947
"K22248"	0.272	0.255	0.133	0.507	0.233	0.032	0	0.094
"K22250"	18.605	3.332	1.4	1.906	2.455	4.478	7.643	4.4
"K22252"	9.597	10.123	1.039	6.25	5.758	2.292	6.863	2.359
"K22270"	42.758	10.234	2.474	1.677	2.815	9.335	17.112	4.602
"K22277"	0.085	0.074	0	0	0.039	0.304	0	0
"K22278"	162.706	101.664	28.704	94.204	50.235	49.863	83.677	78.677
"K22282"	0.682	0	0	0	0.223	0	0.29	0.235
"K22283"	0.06	0	0	0	0	0	0.033	0
"K22292"	55.717	37.048	3.757	42.803	38.316	16.83	41.346	29.254
"K22293"	98.092	24.559	6.593	50.823	19.218	10.852	23.452	19.722
"K22294"	9.661	1.51	0.606	1.75	0.435	1.149	1.331	0.663
"K22295"	6.782	0.816	0.284	1.832	0.955	0.594	0.846	2.455
"K22296"	33.5	5.852	1.442	13.17	2.724	3.504	8.287	6.778
"K22297"	33.304	3.339	1.176	11.896	3.718	1.912	5.12	11.703
"K22298"	10.186	4.598	0.329	3.201	1.902	1.291	2.168	5.346
"K22299"	16.199	3.986	1.54	4.059	1.809	2.959	3.056	9.924
"K22300"	0.44	0.492	0	2.88	0.781	0.335	1.149	2.959
"K22302"	0.432	0.498	0	3.935	0.233	0.412	0.803	1.242
"K22303"	5.176	2.537	0.527	0	3.079	2.309	3.484	6.363
"K22305"	2.981	9.881	1.99	8.374	4.067	2.502	4.235	4.562
"K22306"	21.453	2.101	0.78	1.643	1.273	1.013	2.141	4.194
"K22307"	1.664	0.402	0.072	0	0.425	0.078	0.176	0.171
"K22308"	1.679	0.371	0	1.914	0.383	0.091	0.249	0.16
"K22309"	0.488	0.307	0.061	0	0.072	0.051	0.141	1.348
"K22310"	62.991	16.395	2.639	5.365	4.757	8.879	19.843	9.569
"K22311"	31.631	5.254	1.02	19.745	2.774	1.693	3.847	7.487
"K22312"	0.071	0.372	0.047	0.962	0.461	0.135	0.416	1.741
"K22315"	23.509	3.996	0.41	0.686	1.34	2.75	3.274	3.956
"K22316"	36.185	4.357	0.546	10.817	1.94	1.44	3.141	5.099
"K22317"	19.985	49.701	15.345	77.066	40.214	24.767	33.131	29.412
"K22318"	14.471	37.994	11.876	63.628	37.368	23.731	28.183	45.96
"K22319"	29.282	58.005	16.921	92.781	55.403	31.685	40.105	42.929
"K22320"	31.04	44.719	15.193	73.784	37.327	22.379	31.337	27.639
"K22322"	7.243	2.986	0.449	1.842	1.577	1.477	2.251	3.977
"K22324"	0.083	0.109	0	0	0.115	0.03	0.054	0.131
"K22325"	21.391	6.775	1.461	1.126	4.269	5.676	7.359	7.06
"K22330"	0.91	0.272	0.266	0.911	1.525	0.492	1.349	1.407
"K22336"	16.115	3.782	0.72	6.964	3.153	2.763	5.486	6.16
"K22338"	0.087	0.187	0	0	0	0.267	0.213	0.126
"K22339"	1.149	0.62	0.334	1.9	0.194	0.269	0.21	0.294
"K22342"	58.584	7.014	1.579	5.252	2.768	3.075	7.7	2.606
"K22343"	19.188	2.294	0.616	0	0.207	0.741	2.801	0.196
"K22344"	13.925	1.211	0.182	0	0.213	0.416	1.24	0
"K22347"	8.501	5.781	1.385	18.722	13.796	6.764	13.621	16.849
"K22348"	277.908	66.722	13.886	36.501	27.477	35.516	70.428	35.269
"K22349"	66.062	37.416	3.263	7.839	35.27	17.98	29.91	102.279
"K22350"	20.406	11.517	1.285	6.885	10.545	6.644	9.899	22.306
"K22356"	1.233	0	0	0.897	0.132	0	0	0.276
"K22363"	0.862	0.294	0	0	0.054	0.074	0.221	0.506
"K22364"	0.844	0.184	0	0.264	0	0	0.035	0.34
"K22368"	0.865	0.3	0	0.806	0.41	0.353	0.498	0.492
"K22369"	49.532	8.392	2.455	19.544	10.729	8.783	15.946	23.601
"K22372"	0.525	0.08	0.116	0	0.294	0.111	0.235	0.182
"K22373"	19.962	37.05	11.572	85.667	31.36	22.554	23.433	23.205
"K22374"	0.358	0.31	0	0	0	0.055	0.158	0.089
"K22382"	0.224	0.216	0.56	0	0.463	0.457	0.674	0.738
"K22389"	3.609	0.858	0.162	2.115	1.262	0.561	0.871	5.159
"K22390"	24.095	13.123	4.368	25.736	17.325	9.629	14.029	30.827
"K22391"	7.964	67.935	23.646	45.448	23.575	25.055	39.406	8.528
"K22395"	25.034	16.859	1.554	12.593	11.557	7.372	12.051	22.662
"K22396"	25.351	9.485	2.578	8.089	12.373	15.673	15.939	10.105
"K22397"	0.489	0.516	0.612	0	0.194	0.155	0.072	0.113
"K22399"	2.886	0.567	0.155	0	0.083	0.124	0.486	0.471
"K22405"	6.261	44.763	16.616	37.057	30.475	27.161	28.846	6.777
"K22408"	12.743	6.212	1.124	28.702	9.423	6.345	7.561	12.519
"K22409"	1.545	0.326	0.083	0.585	0.356	0.221	0.18	0.379
"K22418"	3.57	1.05	0.145	0.634	2.069	1.097	1.246	2.161
"K22419"	13.099	4.846	0.914	0	1.064	2.555	3.27	6.427
"K22424"	0.461	4.727	0.988	1.055	3.491	1.424	2.32	8.711
"K22432"	0.057	0.737	0.554	4.411	2.099	0.319	1.122	0.669
"K22438"	11.673	4.866	0.966	9.938	4.568	2.488	4.428	8.874
"K22441"	36.892	45.449	11.843	18.068	11.687	10.622	25.228	10.897
"K22443"	7.791	4.77	0.208	0.64	10.382	2.231	5.091	47.566
"K22444"	0.607	0.391	0	0.698	0.362	0.187	0.335	0.411
"K22445"	17.736	12.832	5.201	22.55	19.844	11.204	18.812	38.282
"K22447"	0.444	22.536	4.014	6.997	18.651	7.493	10.764	42.391
"K22450"	2.977	3.764	3.042	9.238	2.625	2.269	2.121	3.763
"K22451"	32.745	24.762	3.993	24.791	14.021	12.378	15.923	20.482
"K22452"	198.812	112.566	30.222	118.504	88.344	73.853	126.802	90.177
"K22457"	0.787	0.199	0.094	0	0.407	0.505	0.429	1.019
"K22462"	2.056	1.258	0.492	1.808	1.644	0.622	0.977	5.942
"K22466"	4.172	32.093	5.366	11.184	6.489	6.799	8.487	0.99
"K22468"	409.415	257.177	50.171	447.629	263.53	159.354	274.162	361.138
"K22473"	3.405	0.822	0.297	0	0.553	0.82	1.521	1.196
"K22474"	4.534	1.47	0.295	1.457	1.474	1.427	3.445	1.879
"K22476"	19.412	3.354	0.266	10.949	1.857	1.096	1.981	2.585
"K22477"	2.043	2.253	2.246	6.68	2.315	1.727	2.539	5.311
"K22478"	1.274	1.183	0.942	6.994	5.826	3.817	4.828	2.791
"K22479"	74.269	10.884	1.895	2.233	3.242	9.768	19.024	5.268
"K22480"	0.758	2.074	0.646	6.154	1.755	1.283	2.079	0.741
"K22481"	1.267	0.444	0.054	0	0	0	0	0
"K22482"	0.814	0.948	0.112	2.127	0.328	0.639	0.187	0.609
"K22486"	1.089	1.291	0.434	2.066	1.366	1.097	1.504	3.798
"K22489"	28.349	5.401	0.601	4.958	0.997	1.537	3.689	1.135
"K22490"	0.23	0.342	0.068	4.261	0.589	0.338	0.644	0.249
"K22491"	138.517	117.336	24.176	174.971	95.126	67.116	120.813	116.331
"K22492"	0.609	0.068	0	0	0	0	0.088	0
"K00061"	0	0.159	0	0.219	0.639	0.145	0.412	1.243
"K00063"	0	0.322	0	0	0	0	0	0.043
"K00070"	0	0.656	0	3.75	0.828	0.773	0.785	0.45
"K00084"	0	0.176	0	0	0	0	0.289	0.045
"K00094"	0	0.082	0.131	0.491	0.48	0	0.36	0.112
"K00100"	0	0.878	0.89	1.05	0.847	0.535	0.387	0.65
"K00149"	0	0.043	0	0	0	0	0	0
"K00157"	0	0.491	0.245	0.408	0.16	0.083	0.055	0.025
"K00195"	0	2.413	0.357	3.042	1.034	0.561	0.495	0
"K00204"	0	0.113	0	0	0.019	0	0	0.037
"K00211"	0	0.118	0	0	0	0.049	0.589	0.019
"K00234"	0	0.154	0	0.382	0.55	0.1	0.28	0.241
"K00251"	0	0.805	0	0	0.021	0	0	0
"K00289"	0	0.398	0.159	0	0.287	0.194	0.532	2.814
"K00308"	0	0.058	0	0	0	0	0	0
"K00319"	0	1.565	0.138	0.105	1.002	0.607	0.625	0.225
"K00323"	0	0.064	0.021	0	0	0.091	0	0.106
"K00399"	0	0.736	0	0	0	0.304	0.375	0
"K00401"	0	1.188	0.068	0	0.048	0.194	0.219	0
"K00402"	0	0.913	0	0	0	0.223	0.216	0
"K00414"	0	0.222	0	0	0.026	0.181	0.203	0.132
"K00430"	0	0.189	0	0	0	0	0	0
"K00443"	0	0.269	0.069	0.577	0.843	0.035	0.436	0.256
"K00503"	0	0.194	0.05	0	0	0.201	0.134	0.058
"K00512"	0	0.077	0	0	0.117	0	0.023	0.037
"K00515"	0	0.098	0.047	0	0.163	0.093	0.198	0.226
"K00524"	0	0.546	0	0	0.189	0.104	0.173	0
"K00527"	0	1.201	1.221	1.731	1.274	0.955	2.074	1.069
"K00532"	0	0.14	0.557	0.612	0.029	0.465	0.083	0.145
"K00542"	0	0.414	0.061	1.637	1.194	0.165	0.401	3.125
"K00555"	0	5.142	2.358	1.364	3.306	2.138	1.473	9.944
"K00565"	0	0.363	0.098	0.35	0.234	0.046	0.328	0
